# -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# NMod      log(t)         H/He  log(L/Ls)  Log(Teff)    log(Tc)  log(rhoc)      Tmax     MTmax     M-cc      M-Hec      M-ce        L-pp       L-cno     L-3alfa       L-gra     He_sup   log(Tce)   Rce/Rtot      R/Rsun     log(g)     M/Msun        mdot     Lacc/L    log(tkh)   log(tacc)  t_conv_gl.  Mix.Len.
# -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  1096  9.51611752  0.10768E-08   0.795646   3.804337   7.331627   3.046349   0.00000   0.00000   0.00000   0.00000   2.58477  0.4100E+00  0.5557E+00  0.0000E+00 -0.1502E-02   0.157395   5.737729   0.853038    2.053086   3.926957   1.300000  0.0000E+00   0.000000  0.6315E+01 -0.9900E+02   0.016887   1.760000
  1097  9.51623458  0.10253E-08   0.795798   3.804300   7.331675   3.047059   0.00000   0.00000   0.00000   0.00000   2.58477  0.4096E+00  0.5561E+00  0.0000E+00 -0.1500E-02   0.157277   5.737164   0.853143    2.053800   3.926655   1.300000  0.0000E+00   0.000000  0.6314E+01 -0.9900E+02   0.016803   1.760000
  1098  9.51635120  0.97633E-09   0.795950   3.804262   7.331723   3.047769   0.00000   0.00000   0.00000   0.00000   2.58477  0.4092E+00  0.5565E+00  0.0000E+00 -0.1498E-02   0.157160   5.736599   0.853249    2.054512   3.926353   1.300000  0.0000E+00   0.000000  0.6314E+01 -0.9900E+02   0.016726   1.760000
  1099  9.51646737  0.92739E-09   0.796111   3.804226   7.331794   3.048536   0.00000   0.00000   0.00000   0.00000   2.58477  0.4089E+00  0.5567E+00  0.0000E+00 -0.1414E-02   0.157160   5.736079   0.853354    2.055236   3.926048   1.300000  0.0000E+00   0.000000  0.6314E+01 -0.9900E+02   0.016657   1.760000
  1100  9.51657742  0.88309E-09   0.796267   3.804192   7.331861   3.049296   0.00000   0.00000   0.00000   0.00000   2.58477  0.4086E+00  0.5570E+00  0.0000E+00 -0.1398E-02   0.157160   5.735591   0.853451    2.055930   3.925754   1.300000  0.0000E+00   0.000000  0.6313E+01 -0.9900E+02   0.016597   1.760000
  1101  9.51668708  0.84086E-09   0.796419   3.804157   7.331920   3.050075   0.00000   0.00000   0.00000   0.00000   2.58477  0.4083E+00  0.5574E+00  0.0000E+00 -0.1428E-02   0.157160   5.735094   0.853551    2.056619   3.925463   1.300000  0.0000E+00   0.000000  0.6313E+01 -0.9900E+02   0.016539   1.760000
  1102  9.51679621  0.80066E-09   0.796569   3.804122   7.331973   3.050865   0.00000   0.00000   0.00000   0.00000   2.58477  0.4079E+00  0.5577E+00  0.0000E+00 -0.1448E-02   0.157160   5.734589   0.853653    2.057308   3.925172   1.300000  0.0000E+00   0.000000  0.6313E+01 -0.9900E+02   0.028623   1.760000
  1103  9.51690486  0.76238E-09   0.796719   3.804087   7.332022   3.051665   0.00000   0.00000   0.00000   0.00000   2.58477  0.4076E+00  0.5581E+00  0.0000E+00 -0.1460E-02   0.157160   5.734079   0.853756    2.058000   3.924880   1.300000  0.0000E+00   0.000000  0.6312E+01 -0.9900E+02   0.020112   1.760000
  1104  9.51701305  0.72595E-09   0.796870   3.804051   7.332067   3.052473   0.00000   0.00000   0.00000   0.00000   2.58477  0.4073E+00  0.5584E+00  0.0000E+00 -0.1467E-02   0.157159   5.733566   0.853860    2.058697   3.924586   1.300000  0.0000E+00   0.000000  0.6312E+01 -0.9900E+02   0.019315   1.760000
  1105  9.51712079  0.69125E-09   0.797006   3.804012   7.332104   3.053269   0.00000   0.00000   0.00000   0.00000   2.58477  0.4070E+00  0.5590E+00  0.0000E+00 -0.1687E-02   0.157159   5.733010   0.853977    2.059384   3.924296   1.300000  0.0000E+00   0.000000  0.6312E+01 -0.9900E+02   0.018867   1.760000
  1106  9.51722810  0.65823E-09   0.797155   3.803975   7.332145   3.054074   0.00000   0.00000   0.00000   0.00000   2.58468  0.4067E+00  0.5592E+00  0.0000E+00 -0.1553E-02   0.157159   5.750527   0.848895    2.060093   3.923997   1.300000  0.0000E+00   0.000000  0.6312E+01 -0.9900E+02   0.018569   1.760000
  1107  9.51733503  0.62678E-09   0.797313   3.803943   7.332189   3.054891   0.00000   0.00000   0.00000   0.00000   2.58477  0.4064E+00  0.5595E+00  0.0000E+00 -0.1504E-02   0.160209   5.732772   0.854278    2.060766   3.923713   1.300000  0.0000E+00   0.000000  0.6311E+01 -0.9900E+02   0.016251   1.760000
  1108  9.51744153  0.59682E-09   0.797470   3.803907   7.332231   3.055713   0.00000   0.00000   0.00000   0.00000   2.58477  0.4060E+00  0.5598E+00  0.0000E+00 -0.1488E-02   0.160208   5.732261   0.854384    2.061480   3.923412   1.300000  0.0000E+00   0.000000  0.6311E+01 -0.9900E+02   0.016204   1.760000
  1109  9.51754761  0.56830E-09   0.797625   3.803871   7.332271   3.056536   0.00000   0.00000   0.00000   0.00000   2.58477  0.4057E+00  0.5601E+00  0.0000E+00 -0.1482E-02   0.160208   5.731744   0.854488    2.062191   3.923113   1.300000  0.0000E+00   0.000000  0.6311E+01 -0.9900E+02   0.016160   1.760000
  1110  9.51765328  0.54115E-09   0.797777   3.803836   7.332309   3.057361   0.00000   0.00000   0.00000   0.00000   2.58468  0.4054E+00  0.5604E+00  0.0000E+00 -0.1480E-02   0.160208   5.749284   0.849388    2.062890   3.922819   1.300000  0.0000E+00   0.000000  0.6310E+01 -0.9900E+02   0.020305   1.760000
  1111  9.51775854  0.51529E-09   0.797928   3.803801   7.332346   3.058187   0.00000   0.00000   0.00000   0.00000   2.58468  0.4051E+00  0.5608E+00  0.0000E+00 -0.1480E-02   0.160208   5.748781   0.849492    2.063582   3.922527   1.300000  0.0000E+00   0.000000  0.6310E+01 -0.9900E+02   0.019113   1.760000
  1112  9.51786341  0.49067E-09   0.798078   3.803765   7.332383   3.059013   0.00000   0.00000   0.00000   0.00000   2.58468  0.4047E+00  0.5611E+00  0.0000E+00 -0.1479E-02   0.160208   5.748279   0.849596    2.064272   3.922237   1.300000  0.0000E+00   0.000000  0.6310E+01 -0.9900E+02   0.018626   1.760000
  1113  9.51796787  0.46723E-09   0.798226   3.803730   7.332419   3.059836   0.00000   0.00000   0.00000   0.00000   2.58468  0.4044E+00  0.5614E+00  0.0000E+00 -0.1500E-02   0.160207   5.747772   0.849701    2.064958   3.921948   1.300000  0.0000E+00   0.000000  0.6309E+01 -0.9900E+02   0.018323   1.760000
  1114  9.51807195  0.44491E-09   0.798373   3.803695   7.332455   3.060659   0.00000   0.00000   0.00000   0.00000   2.58468  0.4041E+00  0.5618E+00  0.0000E+00 -0.1507E-02   0.160207   5.747268   0.849806    2.065643   3.921660   1.300000  0.0000E+00   0.000000  0.6309E+01 -0.9900E+02   0.018106   1.760000
  1115  9.51817564  0.42365E-09   0.798520   3.803659   7.332491   3.061481   0.00000   0.00000   0.00000   0.00000   2.58468  0.4038E+00  0.5621E+00  0.0000E+00 -0.1509E-02   0.160207   5.746758   0.849912    2.066330   3.921371   1.300000  0.0000E+00   0.000000  0.6309E+01 -0.9900E+02   0.017935   1.760000
  1116  9.51827895  0.40341E-09   0.798667   3.803624   7.332527   3.062304   0.00000   0.00000   0.00000   0.00000   2.58468  0.4035E+00  0.5624E+00  0.0000E+00 -0.1510E-02   0.160207   5.746247   0.850018    2.067018   3.921082   1.300000  0.0000E+00   0.000000  0.6309E+01 -0.9900E+02   0.017795   1.760000
  1117  9.51838188  0.38414E-09   0.798813   3.803589   7.332537   3.063061   0.00000   0.00000   0.00000   0.00000   2.58468  0.4031E+00  0.5626E+00  0.0000E+00 -0.1536E-02   0.160207   5.745748   0.850122    2.067697   3.920797   1.300000  0.0000E+00   0.000000  0.6308E+01 -0.9900E+02   0.017678   1.760000
  1118  9.51848443  0.36580E-09   0.798959   3.803555   7.332573   3.063835   0.00000   0.00000   0.00000   0.00000   2.58468  0.4028E+00  0.5628E+00  0.0000E+00 -0.1489E-02   0.160207   5.745255   0.850223    2.068373   3.920513   1.300000  0.0000E+00   0.000000  0.6308E+01 -0.9900E+02   0.017576   1.760000
  1119  9.51858672  0.34833E-09   0.799110   3.803522   7.332566   3.064473   0.00000   0.00000   0.00000   0.00000   2.58468  0.4023E+00  0.5628E+00  0.0000E+00 -0.1506E-02   0.160207   5.744793   0.850316    2.069042   3.920232   1.300000  0.0000E+00   0.000000  0.6308E+01 -0.9900E+02   0.017492   1.760000
  1120  9.51868864  0.33172E-09   0.799259   3.803491   7.332616   3.065147   0.00000   0.00000   0.00000   0.00000   2.58468  0.4021E+00  0.5629E+00  0.0000E+00 -0.1405E-02   0.160207   5.744344   0.850406    2.069699   3.919956   1.300000  0.0000E+00   0.000000  0.6307E+01 -0.9900E+02   0.017417   1.760000
  1121  9.51879041  0.31587E-09   0.799404   3.803459   7.332685   3.065849   0.00000   0.00000   0.00000   0.00000   2.58468  0.4018E+00  0.5632E+00  0.0000E+00 -0.1394E-02   0.160207   5.743888   0.850499    2.070349   3.919684   1.300000  0.0000E+00   0.000000  0.6307E+01 -0.9900E+02   0.017347   1.760000
  1122  9.51889178  0.30076E-09   0.799545   3.803426   7.332756   3.066578   0.00000   0.00000   0.00000   0.00000   2.58468  0.4015E+00  0.5635E+00  0.0000E+00 -0.1412E-02   0.160207   5.743423   0.850594    2.070999   3.919411   1.300000  0.0000E+00   0.000000  0.6307E+01 -0.9900E+02   0.017279   1.760000
  1123  9.51899267  0.28638E-09   0.799685   3.803392   7.332820   3.067329   0.00000   0.00000   0.00000   0.00000   2.58468  0.4013E+00  0.5638E+00  0.0000E+00 -0.1442E-02   0.160207   5.742946   0.850692    2.071650   3.919138   1.300000  0.0000E+00   0.000000  0.6307E+01 -0.9900E+02   0.017215   1.760000
  1124  9.51909310  0.27269E-09   0.799825   3.803359   7.332878   3.068097   0.00000   0.00000   0.00000   0.00000   2.58468  0.4010E+00  0.5641E+00  0.0000E+00 -0.1462E-02   0.160207   5.742462   0.850792    2.072307   3.918863   1.300000  0.0000E+00   0.000000  0.6306E+01 -0.9900E+02   0.017153   1.760000
  1125  9.51919306  0.25965E-09   0.799965   3.803324   7.332931   3.068881   0.00000   0.00000   0.00000   0.00000   2.58468  0.4007E+00  0.5645E+00  0.0000E+00 -0.1478E-02   0.160207   5.741971   0.850894    2.072969   3.918585   1.300000  0.0000E+00   0.000000  0.6306E+01 -0.9900E+02   0.017093   1.760000
  1126  9.51929258  0.24724E-09   0.800106   3.803290   7.332979   3.069674   0.00000   0.00000   0.00000   0.00000   2.58468  0.4004E+00  0.5648E+00  0.0000E+00 -0.1488E-02   0.160207   5.741476   0.850996    2.073636   3.918306   1.300000  0.0000E+00   0.000000  0.6306E+01 -0.9900E+02   0.017037   1.760000
  1127  9.51939169  0.23542E-09   0.800247   3.803255   7.333024   3.070475   0.00000   0.00000   0.00000   0.00000   2.58468  0.4001E+00  0.5651E+00  0.0000E+00 -0.1496E-02   0.160207   5.740979   0.851099    2.074305   3.918025   1.300000  0.0000E+00   0.000000  0.6305E+01 -0.9900E+02   0.020788   1.760000
  1128  9.51949040  0.22417E-09   0.800389   3.803220   7.333067   3.071282   0.00000   0.00000   0.00000   0.00000   2.58468  0.3998E+00  0.5654E+00  0.0000E+00 -0.1502E-02   0.160207   5.740479   0.851202    2.074977   3.917744   1.300000  0.0000E+00   0.000000  0.6305E+01 -0.9900E+02   0.019862   1.760000
  1129  9.51958872  0.21346E-09   0.800531   3.803185   7.333107   3.072093   0.00000   0.00000   0.00000   0.00000   2.58468  0.3995E+00  0.5657E+00  0.0000E+00 -0.1506E-02   0.160207   5.739974   0.851307    2.075650   3.917463   1.300000  0.0000E+00   0.000000  0.6305E+01 -0.9900E+02   0.019416   1.760000
  1130  9.51968666  0.20326E-09   0.800672   3.803151   7.333146   3.072907   0.00000   0.00000   0.00000   0.00000   2.58460  0.3992E+00  0.5660E+00  0.0000E+00 -0.1509E-02   0.160207   5.756126   0.846552    2.076318   3.917183   1.300000  0.0000E+00   0.000000  0.6305E+01 -0.9900E+02   0.019112   1.760000
  1131  9.51978422  0.19355E-09   0.800814   3.803120   7.333184   3.073722   0.00000   0.00000   0.00000   0.00000   2.58468  0.3989E+00  0.5663E+00  0.0000E+00 -0.1512E-02   0.162300   5.739528   0.851576    2.076952   3.916918   1.300000  0.0000E+00   0.000000  0.6304E+01 -0.9900E+02   0.016806   1.760000
  1132  9.51988142  0.18430E-09   0.800954   3.803085   7.333221   3.074538   0.00000   0.00000   0.00000   0.00000   2.58468  0.3986E+00  0.5666E+00  0.0000E+00 -0.1527E-02   0.162300   5.739029   0.851682    2.077620   3.916639   1.300000  0.0000E+00   0.000000  0.6304E+01 -0.9900E+02   0.016761   1.760000
  1133  9.51997826  0.17550E-09   0.801092   3.803050   7.333262   3.075364   0.00000   0.00000   0.00000   0.00000   2.58460  0.3983E+00  0.5670E+00  0.0000E+00 -0.1544E-02   0.162300   5.755163   0.846921    2.078288   3.916359   1.300000  0.0000E+00   0.000000  0.6304E+01 -0.9900E+02   0.021018   1.760000
  1134  9.52007474  0.16711E-09   0.801231   3.803015   7.333298   3.076187   0.00000   0.00000   0.00000   0.00000   2.58460  0.3980E+00  0.5673E+00  0.0000E+00 -0.1550E-02   0.162300   5.754662   0.847027    2.078955   3.916081   1.300000  0.0000E+00   0.000000  0.6303E+01 -0.9900E+02   0.019661   1.760000
  1135  9.52017085  0.15913E-09   0.801370   3.802980   7.333333   3.077008   0.00000   0.00000   0.00000   0.00000   2.58460  0.3977E+00  0.5676E+00  0.0000E+00 -0.1554E-02   0.162299   5.754161   0.847134    2.079623   3.915802   1.300000  0.0000E+00   0.000000  0.6303E+01 -0.9900E+02   0.019156   1.760000
  1136  9.52026661  0.15152E-09   0.801510   3.802945   7.333367   3.077828   0.00000   0.00000   0.00000   0.00000   2.58460  0.3974E+00  0.5679E+00  0.0000E+00 -0.1555E-02   0.162299   5.753661   0.847241    2.080290   3.915523   1.300000  0.0000E+00   0.000000  0.6303E+01 -0.9900E+02   0.018852   1.760000
  1137  9.52036202  0.14429E-09   0.801620   3.802906   7.333389   3.078616   0.00000   0.00000   0.00000   0.00000   2.58460  0.3972E+00  0.5688E+00  0.0000E+00 -0.1993E-02   0.162299   5.753090   0.847370    2.080929   3.915256   1.300000  0.0000E+00   0.000000  0.6303E+01 -0.9900E+02   0.018602   1.760000
  1138  9.52045709  0.13740E-09   0.801756   3.802868   7.333424   3.079413   0.00000   0.00000   0.00000   0.00000   2.58460  0.3968E+00  0.5689E+00  0.0000E+00 -0.1690E-02   0.162299   5.752540   0.847489    2.081619   3.914968   1.300000  0.0000E+00   0.000000  0.6302E+01 -0.9900E+02   0.018423   1.760000
  1139  9.52055187  0.13083E-09   0.801907   3.802831   7.333466   3.080223   0.00000   0.00000   0.00000   0.00000   2.58460  0.3965E+00  0.5690E+00  0.0000E+00 -0.1600E-02   0.162299   5.752021   0.847598    2.082330   3.914672   1.300000  0.0000E+00   0.000000  0.6302E+01 -0.9900E+02   0.018287   1.760000
  1140  9.52064632  0.12458E-09   0.802057   3.802796   7.333508   3.081035   0.00000   0.00000   0.00000   0.00000   2.58460  0.3962E+00  0.5693E+00  0.0000E+00 -0.1568E-02   0.162299   5.751517   0.847704    2.083029   3.914380   1.300000  0.0000E+00   0.000000  0.6302E+01 -0.9900E+02   0.018174   1.760000
  1141  9.52074040  0.11863E-09   0.802188   3.802758   7.333528   3.081805   0.00000   0.00000   0.00000   0.00000   2.58460  0.3961E+00  0.5703E+00  0.0000E+00 -0.1986E-02   0.162299   5.750970   0.847823    2.083705   3.914098   1.300000  0.0000E+00   0.000000  0.6302E+01 -0.9900E+02   0.018063   1.760000
  1142  9.52083412  0.11296E-09   0.802318   3.802720   7.333566   3.082594   0.00000   0.00000   0.00000   0.00000   2.58460  0.3959E+00  0.5702E+00  0.0000E+00 -0.1724E-02   0.162299   5.750415   0.847945    2.084388   3.913814   1.300000  0.0000E+00   0.000000  0.6301E+01 -0.9900E+02   0.017964   1.760000
  1143  9.52092756  0.10757E-09   0.802467   3.802683   7.333613   3.083400   0.00000   0.00000   0.00000   0.00000   2.58460  0.3956E+00  0.5704E+00  0.0000E+00 -0.1608E-02   0.162299   5.749894   0.848054    2.085097   3.913518   1.300000  0.0000E+00   0.000000  0.6301E+01 -0.9900E+02   0.017881   1.760000
  1144  9.52102067  0.10243E-09   0.802617   3.802648   7.333657   3.084211   0.00000   0.00000   0.00000   0.00000   2.58460  0.3953E+00  0.5706E+00  0.0000E+00 -0.1572E-02   0.162299   5.749394   0.848158    2.085798   3.913226   1.300000  0.0000E+00   0.000000  0.6301E+01 -0.9900E+02   0.017809   1.760000
  1145  9.52111340  0.97532E-10   0.802762   3.802613   7.333696   3.085023   0.00000   0.00000   0.00000   0.00000   2.58460  0.3950E+00  0.5709E+00  0.0000E+00 -0.1558E-02   0.162299   5.748897   0.848262    2.086481   3.912942   1.300000  0.0000E+00   0.000000  0.6300E+01 -0.9900E+02   0.017742   1.760000
  1146  9.52125247  0.90599E-10   0.802964   3.802559   7.333751   3.086253   0.00000   0.00000   0.00000   0.00000   2.58460  0.3948E+00  0.5712E+00  0.0000E+00 -0.1586E-02   0.162299   5.748132   0.848425    2.087479   3.912527   1.300000  0.0000E+00   0.000000  0.6300E+01 -0.9900E+02   0.017645   1.760000
  1147  9.52143412  0.82233E-10   0.803228   3.802489   7.333821   3.087881   0.00000   0.00000   0.00000   0.00000   2.58460  0.3943E+00  0.5716E+00  0.0000E+00 -0.1587E-02   0.162299   5.747122   0.848641    2.088790   3.911981   1.300000  0.0000E+00   0.000000  0.6299E+01 -0.9900E+02   0.020742   1.760000
  1148  9.52161259  0.74715E-10   0.803495   3.802421   7.333886   3.089489   0.00000   0.00000   0.00000   0.00000   2.58451  0.3938E+00  0.5722E+00  0.0000E+00 -0.1560E-02   0.162299   5.761591   0.844279    2.090089   3.911441   1.300000  0.0000E+00   0.000000  0.6299E+01 -0.9900E+02   0.019758   1.760000
  1149  9.52178988  0.67882E-10   0.803761   3.802358   7.333950   3.091091   0.00000   0.00000   0.00000   0.00000   2.58460  0.3932E+00  0.5727E+00  0.0000E+00 -0.1551E-02   0.163926   5.745588   0.849107    2.091336   3.910923   1.300000  0.0000E+00   0.000000  0.6298E+01 -0.9900E+02   0.017351   1.760000
  1150  9.52196594  0.61674E-10   0.804020   3.802291   7.334013   3.092681   0.00000   0.00000   0.00000   0.00000   2.58451  0.3927E+00  0.5733E+00  0.0000E+00 -0.1565E-02   0.163926   5.760078   0.844736    2.092600   3.910399   1.300000  0.0000E+00   0.000000  0.6298E+01 -0.9900E+02   0.020156   1.760000
  1151  9.52214079  0.56035E-10   0.804277   3.802225   7.334076   3.094263   0.00000   0.00000   0.00000   0.00000   2.58451  0.3921E+00  0.5738E+00  0.0000E+00 -0.1573E-02   0.163926   5.759127   0.844942    2.093857   3.909877   1.300000  0.0000E+00   0.000000  0.6297E+01 -0.9900E+02   0.019381   1.760000
  1152  9.52231446  0.50911E-10   0.804533   3.802159   7.334141   3.095835   0.00000   0.00000   0.00000   0.00000   2.58451  0.3916E+00  0.5744E+00  0.0000E+00 -0.1574E-02   0.163926   5.758175   0.845148    2.095112   3.909356   1.300000  0.0000E+00   0.000000  0.6297E+01 -0.9900E+02   0.019006   1.760000
  1153  9.52248695  0.46256E-10   0.804788   3.802093   7.334207   3.097398   0.00000   0.00000   0.00000   0.00000   2.58451  0.3910E+00  0.5749E+00  0.0000E+00 -0.1574E-02   0.163926   5.757224   0.845354    2.096364   3.908837   1.300000  0.0000E+00   0.000000  0.6296E+01 -0.9900E+02   0.018754   1.760000
  1154  9.52265828  0.42026E-10   0.805041   3.802027   7.334274   3.098959   0.00000   0.00000   0.00000   0.00000   2.58451  0.3905E+00  0.5754E+00  0.0000E+00 -0.1575E-02   0.163926   5.756268   0.845562    2.097613   3.908320   1.300000  0.0000E+00   0.000000  0.6296E+01 -0.9900E+02   0.018561   1.760000
  1155  9.52282845  0.38184E-10   0.805294   3.801961   7.334341   3.100519   0.00000   0.00000   0.00000   0.00000   2.58451  0.3899E+00  0.5760E+00  0.0000E+00 -0.1575E-02   0.163926   5.755320   0.845767    2.098860   3.907804   1.300000  0.0000E+00   0.000000  0.6295E+01 -0.9900E+02   0.018404   1.760000
  1156  9.52299747  0.34692E-10   0.805545   3.801895   7.334408   3.102076   0.00000   0.00000   0.00000   0.00000   2.58451  0.3894E+00  0.5765E+00  0.0000E+00 -0.1575E-02   0.163926   5.754373   0.845971    2.100104   3.907289   1.300000  0.0000E+00   0.000000  0.6295E+01 -0.9900E+02   0.018269   1.760000
  1157  9.52316534  0.31520E-10   0.805793   3.801829   7.334475   3.103630   0.00000   0.00000   0.00000   0.00000   2.58451  0.3889E+00  0.5771E+00  0.0000E+00 -0.1584E-02   0.163926   5.753425   0.846176    2.101346   3.906776   1.300000  0.0000E+00   0.000000  0.6294E+01 -0.9900E+02   0.022666   1.760000
  1158  9.52333206  0.28637E-10   0.806040   3.801763   7.334542   3.105181   0.00000   0.00000   0.00000   0.00000   2.58451  0.3884E+00  0.5776E+00  0.0000E+00 -0.1593E-02   0.163926   5.752474   0.846382    2.102585   3.906264   1.300000  0.0000E+00   0.000000  0.6294E+01 -0.9900E+02   0.020553   1.760000
  1159  9.52349766  0.26019E-10   0.806268   3.801694   7.334601   3.106705   0.00000   0.00000   0.00000   0.00000   2.58443  0.3879E+00  0.5784E+00  0.0000E+00 -0.1775E-02   0.163926   5.765891   0.842292    2.103803   3.905761   1.300000  0.0000E+00   0.000000  0.6293E+01 -0.9900E+02   0.019942   1.760000
  1160  9.52366215  0.23641E-10   0.806512   3.801630   7.334670   3.108238   0.00000   0.00000   0.00000   0.00000   2.58443  0.3874E+00  0.5788E+00  0.0000E+00 -0.1671E-02   0.165298   5.765222   0.842551    2.105014   3.905261   1.300000  0.0000E+00   0.000000  0.6293E+01 -0.9900E+02   0.020838   1.760000
  1161  9.52382558  0.21479E-10   0.806761   3.801564   7.334742   3.109778   0.00000   0.00000   0.00000   0.00000   2.58443  0.3868E+00  0.5792E+00  0.0000E+00 -0.1639E-02   0.165298   5.764278   0.842761    2.106257   3.904748   1.300000  0.0000E+00   0.000000  0.6292E+01 -0.9900E+02   0.019953   1.760000
  1162  9.52398791  0.19515E-10   0.807006   3.801498   7.334811   3.111319   0.00000   0.00000   0.00000   0.00000   2.58443  0.3863E+00  0.5797E+00  0.0000E+00 -0.1632E-02   0.165298   5.763332   0.842970    2.107488   3.904240   1.300000  0.0000E+00   0.000000  0.6292E+01 -0.9900E+02   0.019558   1.760000
  1163  9.52414913  0.17730E-10   0.807249   3.801437   7.334795   3.112539   0.00000   0.00000   0.00000   0.00000   2.58443  0.3856E+00  0.5797E+00  0.0000E+00 -0.1678E-02   0.165297   5.762460   0.843159    2.108671   3.903753   1.300000  0.0000E+00   0.000000  0.6291E+01 -0.9900E+02   0.019317   1.760000
  1164  9.52430926  0.16115E-10   0.807493   3.801378   7.334893   3.113837   0.00000   0.00000   0.00000   0.00000   2.58443  0.3852E+00  0.5799E+00  0.0000E+00 -0.1517E-02   0.165297   5.761611   0.843342    2.109839   3.903272   1.300000  0.0000E+00   0.000000  0.6291E+01 -0.9900E+02   0.019136   1.760000
  1165  9.52446899  0.14641E-10   0.807730   3.801318   7.335016   3.115203   0.00000   0.00000   0.00000   0.00000   2.58443  0.3848E+00  0.5804E+00  0.0000E+00 -0.1523E-02   0.165297   5.760741   0.843532    2.111001   3.902794   1.300000  0.0000E+00   0.000000  0.6290E+01 -0.9900E+02   0.018982   1.760000
  1166  9.52462754  0.13300E-10   0.807961   3.801256   7.335130   3.116621   0.00000   0.00000   0.00000   0.00000   2.58443  0.3843E+00  0.5809E+00  0.0000E+00 -0.1558E-02   0.165297   5.759849   0.843728    2.112162   3.902316   1.300000  0.0000E+00   0.000000  0.6290E+01 -0.9900E+02   0.018845   1.760000
  1167  9.52478478  0.12083E-10   0.808186   3.801193   7.335230   3.118074   0.00000   0.00000   0.00000   0.00000   2.58443  0.3838E+00  0.5815E+00  0.0000E+00 -0.1609E-02   0.165297   5.758933   0.843931    2.113328   3.901837   1.300000  0.0000E+00   0.000000  0.6289E+01 -0.9900E+02   0.022655   1.760000
  1168  9.52494076  0.10977E-10   0.808412   3.801128   7.335318   3.119551   0.00000   0.00000   0.00000   0.00000   2.58443  0.3833E+00  0.5820E+00  0.0000E+00 -0.1634E-02   0.165297   5.758004   0.844137    2.114505   3.901353   1.300000  0.0000E+00   0.000000  0.6289E+01 -0.9900E+02   0.021000   1.760000
  1169  9.52509556  0.99729E-11   0.808639   3.801064   7.335399   3.121046   0.00000   0.00000   0.00000   0.00000   2.58434  0.3828E+00  0.5825E+00  0.0000E+00 -0.1650E-02   0.165297   5.770596   0.840254    2.115679   3.900871   1.300000  0.0000E+00   0.000000  0.6288E+01 -0.9900E+02   0.020457   1.760000
  1170  9.52524926  0.90608E-11   0.808865   3.801004   7.335475   3.122553   0.00000   0.00000   0.00000   0.00000   2.58434  0.3823E+00  0.5830E+00  0.0000E+00 -0.1662E-02   0.166526   5.769934   0.840504    2.116821   3.900402   1.300000  0.0000E+00   0.000000  0.6288E+01 -0.9900E+02   0.021375   1.760000
  1171  9.52540189  0.82323E-11   0.809091   3.800939   7.335548   3.124068   0.00000   0.00000   0.00000   0.00000   2.58434  0.3818E+00  0.5835E+00  0.0000E+00 -0.1669E-02   0.166526   5.769006   0.840715    2.117998   3.899920   1.300000  0.0000E+00   0.000000  0.6288E+01 -0.9900E+02   0.020475   1.760000
  1172  9.52555349  0.74796E-11   0.809317   3.800875   7.335617   3.125587   0.00000   0.00000   0.00000   0.00000   2.58434  0.3813E+00  0.5840E+00  0.0000E+00 -0.1675E-02   0.166526   5.768077   0.840925    2.119176   3.899437   1.300000  0.0000E+00   0.000000  0.6287E+01 -0.9900E+02   0.020078   1.760000
  1173  9.52570410  0.67959E-11   0.809541   3.800810   7.335686   3.127110   0.00000   0.00000   0.00000   0.00000   2.58434  0.3808E+00  0.5845E+00  0.0000E+00 -0.1681E-02   0.166526   5.767146   0.841135    2.120354   3.898954   1.300000  0.0000E+00   0.000000  0.6287E+01 -0.9900E+02   0.019817   1.760000
  1174  9.52585373  0.61747E-11   0.809764   3.800746   7.335752   3.128634   0.00000   0.00000   0.00000   0.00000   2.58434  0.3803E+00  0.5850E+00  0.0000E+00 -0.1685E-02   0.166526   5.766216   0.841344    2.121532   3.898472   1.300000  0.0000E+00   0.000000  0.6286E+01 -0.9900E+02   0.019619   1.760000
  1175  9.52600241  0.56103E-11   0.809986   3.800681   7.335819   3.130160   0.00000   0.00000   0.00000   0.00000   2.58434  0.3798E+00  0.5855E+00  0.0000E+00 -0.1689E-02   0.166526   5.765286   0.841554    2.122709   3.897990   1.300000  0.0000E+00   0.000000  0.6286E+01 -0.9900E+02   0.019458   1.760000
  1176  9.52615015  0.50975E-11   0.810207   3.800616   7.335884   3.131687   0.00000   0.00000   0.00000   0.00000   2.58434  0.3793E+00  0.5860E+00  0.0000E+00 -0.1693E-02   0.166526   5.764354   0.841764    2.123884   3.897509   1.300000  0.0000E+00   0.000000  0.6285E+01 -0.9900E+02   0.019319   1.760000
  1177  9.52629697  0.46316E-11   0.810427   3.800551   7.335949   3.133214   0.00000   0.00000   0.00000   0.00000   2.58434  0.3788E+00  0.5865E+00  0.0000E+00 -0.1695E-02   0.166526   5.763421   0.841974    2.125056   3.897030   1.300000  0.0000E+00   0.000000  0.6285E+01 -0.9900E+02   0.024344   1.760000
