# -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# NMod      log(t)         H/He  log(L/Ls)  Log(Teff)    log(Tc)  log(rhoc)      Tmax     MTmax     M-cc      M-Hec      M-ce        L-pp       L-cno     L-3alfa       L-gra     He_sup   log(Tce)   Rce/Rtot      R/Rsun     log(g)     M/Msun        mdot     Lacc/L    log(tkh)   log(tacc)  t_conv_gl.  Mix.Len.
# -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    78  4.50786398  0.71295E+00   1.474592   3.650776   6.054128  -1.791510   0.00000   0.00000   0.00000   0.00000   0.00000  0.3805E-01  0.0000E+00  0.0000E+00  0.9619E+00   0.274000   6.054128   0.000000    9.099189   2.633765   1.300000  0.0000E+00   0.000000  0.4989E+01 -0.9900E+02   1.739910   1.760000
    79  4.53536365  0.71295E+00   1.458579   3.651626   6.063545  -1.763236   0.00000   0.00000   0.00000   0.00000   0.00000  0.5407E-01  0.0000E+00  0.0000E+00  0.9458E+00   0.274000   6.063545   0.000000    8.898102   2.653176   1.300000  0.0000E+00   0.000000  0.5015E+01 -0.9900E+02   1.709225   1.760000
    80  4.56321006  0.71295E+00   1.442641   3.652463   6.072905  -1.735139   0.00000   0.00000   0.00000   0.00000   0.00000  0.7644E-01  0.0000E+00  0.0000E+00  0.9235E+00   0.274000   6.072905   0.000000    8.702696   2.672463   1.300000  0.0000E+00   0.000000  0.5040E+01 -0.9900E+02   1.672908   1.760000
    81  4.59157016  0.71295E+00   1.426867   3.653296   6.082183  -1.707291   0.00000   0.00000   0.00000   0.00000   0.00000  0.1074E+00  0.0000E+00  0.0000E+00  0.8926E+00   0.274000   6.082183   0.000000    8.513339   2.691571   1.300000  0.0000E+00   0.000000  0.5066E+01 -0.9900E+02   1.631150   1.760000
    82  4.62069476  0.71295E+00   1.411257   3.654109   6.091322  -1.679812   0.00000   0.00000   0.00000   0.00000   0.00000  0.1495E+00  0.0000E+00  0.0000E+00  0.8505E+00   0.274000   6.091322   0.000000    8.330466   2.710432   1.300000  0.0000E+00   0.000000  0.5091E+01 -0.9900E+02   1.585073   1.760000
    83  4.65095136  0.71295E+00   1.395974   3.654917   6.100306  -1.652812   0.00000   0.00000   0.00000   0.00000   0.00000  0.2057E+00  0.0000E+00  0.0000E+00  0.7943E+00   0.274000   6.100306   0.000000    8.154787   2.728946   1.300000  0.0000E+00   0.000000  0.5115E+01 -0.9900E+02   1.535279   1.760000
    84  4.68289661  0.71295E+00   1.381053   3.655699   6.109014  -1.626571   0.00000   0.00000   0.00000   0.00000   0.00000  0.2788E+00  0.0000E+00  0.0000E+00  0.7212E+00   0.274000   6.109014   0.000000    7.987055   2.746997   1.300000  0.0000E+00   0.000000  0.5139E+01 -0.9900E+02   1.484973   1.760000
    85  4.71735760  0.71295E+00   1.366606   3.656443   6.117448  -1.601204   0.00000   0.00000   0.00000   0.00000   0.00000  0.3696E+00  0.0000E+00  0.0000E+00  0.6304E+00   0.274000   6.117448   0.000000    7.828448   2.764420   1.300000  0.0000E+00   0.000000  0.5162E+01 -0.9900E+02   1.434915   1.760000
    86  4.75565240  0.71295E+00   1.352869   3.657170   6.125537  -1.576911   0.00000   0.00000   0.00000   0.00000   0.00000  0.4751E+00  0.0000E+00  0.0000E+00  0.5249E+00   0.274000   6.125537   0.000000    7.679870   2.781063   1.300000  0.0000E+00   0.000000  0.5184E+01 -0.9900E+02   1.387909   1.760000
    87  4.79977723  0.71295E+00   1.339729   3.657849   6.133253  -1.553745   0.00000   0.00000   0.00000   0.00000   0.00000  0.5856E+00  0.0000E+00  0.0000E+00  0.4144E+00   0.274000   6.133253   0.000000    7.540925   2.796922   1.300000  0.0000E+00   0.000000  0.5205E+01 -0.9900E+02   1.347532   1.760000
    88  4.85236605  0.71294E+00   1.326904   3.658511   6.140733  -1.531210   0.00000   0.00000   0.00000   0.00000   0.00000  0.6821E+00  0.0000E+00  0.0000E+00  0.3179E+00   0.274000   6.140733   0.000000    7.407792   2.812393   1.300000  0.0000E+00   0.000000  0.5226E+01 -0.9900E+02   1.318220   1.760000
    89  4.91528576  0.71294E+00   1.313260   3.659204   6.148722  -1.507205   0.00000   0.00000   0.00000   0.00000   0.00000  0.7405E+00  0.0000E+00  0.0000E+00  0.2595E+00   0.274000   6.148722   0.000000    7.269095   2.828810   1.300000  0.0000E+00   0.000000  0.5248E+01 -0.9900E+02   1.301242   1.760000
    90  4.95475143  0.71294E+00   1.304155   3.659671   6.154071  -1.491142   0.00000   0.00000   0.00000   0.00000   0.00000  0.7450E+00  0.0000E+00  0.0000E+00  0.2550E+00   0.274000   6.154071   0.000000    7.177842   2.839783   1.300000  0.0000E+00   0.000000  0.5262E+01 -0.9900E+02   1.299023   1.760000
    91  4.98174125  0.71294E+00   1.297210   3.660007   6.158109  -1.479021   0.00000   0.00000   0.00000   0.00000   0.00000  0.7323E+00  0.0000E+00  0.0000E+00  0.2677E+00   0.274000   6.158109   0.000000    7.109677   2.848071   1.300000  0.0000E+00   0.000000  0.5274E+01 -0.9900E+02   1.301572   1.760000
    92  5.00257047  0.71294E+00   1.291297   3.660297   6.161557  -1.468671   0.00000   0.00000   0.00000   0.00000   0.00000  0.7134E+00  0.0000E+00  0.0000E+00  0.2866E+00   0.274000   6.161557   0.000000    7.052021   2.855144   1.300000  0.0000E+00   0.000000  0.5283E+01 -0.9900E+02   1.305929   1.760000
    93  5.01955030  0.71294E+00   1.285993   3.660558   6.164655  -1.459374   0.00000   0.00000   0.00000   0.00000   0.00000  0.6916E+00  0.0000E+00  0.0000E+00  0.3084E+00   0.274000   6.164655   0.000000    7.000653   2.861494   1.300000  0.0000E+00   0.000000  0.5291E+01 -0.9900E+02   1.311249   1.760000
    94  5.03381299  0.71294E+00   1.281119   3.660799   6.167503  -1.450826   0.00000   0.00000   0.00000   0.00000   0.00000  0.6683E+00  0.0000E+00  0.0000E+00  0.3317E+00   0.274000   6.167503   0.000000    6.953758   2.867332   1.300000  0.0000E+00   0.000000  0.5299E+01 -0.9900E+02   1.317156   1.760000
    95  5.04603885  0.71294E+00   1.276580   3.661024   6.170157  -1.442862   0.00000   0.00000   0.00000   0.00000   0.00000  0.6444E+00  0.0000E+00  0.0000E+00  0.3556E+00   0.274000   6.170157   0.000000    6.910361   2.872769   1.300000  0.0000E+00   0.000000  0.5306E+01 -0.9900E+02   1.323549   1.760000
    96  5.05668061  0.71294E+00   1.272324   3.661237   6.172651  -1.435379   0.00000   0.00000   0.00000   0.00000   0.00000  0.6202E+00  0.0000E+00  0.0000E+00  0.3798E+00   0.274000   6.172651   0.000000    6.869837   2.877878   1.300000  0.0000E+00   0.000000  0.5313E+01 -0.9900E+02   1.330313   1.760000
    97  5.06605784  0.71294E+00   1.268276   3.661433   6.175009  -1.428307   0.00000   0.00000   0.00000   0.00000   0.00000  0.5959E+00  0.0000E+00  0.0000E+00  0.4041E+00   0.274000   6.175009   0.000000    6.831729   2.882710   1.300000  0.0000E+00   0.000000  0.5320E+01 -0.9900E+02   1.337384   1.760000
    98  5.07440503  0.71294E+00   1.264430   3.661618   6.177246  -1.421590   0.00000   0.00000   0.00000   0.00000   0.00000  0.5717E+00  0.0000E+00  0.0000E+00  0.4283E+00   0.274000   6.177246   0.000000    6.795751   2.887296   1.300000  0.0000E+00   0.000000  0.5326E+01 -0.9900E+02   1.344709   1.760000
    99  5.08189953  0.71294E+00   1.260746   3.661790   6.179378  -1.415191   0.00000   0.00000   0.00000   0.00000   0.00000  0.5478E+00  0.0000E+00  0.0000E+00  0.4522E+00   0.274000   6.179378   0.000000    6.761649   2.891666   1.300000  0.0000E+00   0.000000  0.5332E+01 -0.9900E+02   1.361365   1.760000
   100  5.08867852  0.71294E+00   1.257231   3.661954   6.181415  -1.409076   0.00000   0.00000   0.00000   0.00000   0.00000  0.5242E+00  0.0000E+00  0.0000E+00  0.4758E+00   0.274000   6.181415   0.000000    6.729248   2.895838   1.300000  0.0000E+00   0.000000  0.5337E+01 -0.9900E+02   1.360106   1.760000
   101  5.09485022  0.71294E+00   1.253869   3.662112   6.183366  -1.403221   0.00000   0.00000   0.00000   0.00000   0.00000  0.5009E+00  0.0000E+00  0.0000E+00  0.4991E+00   0.274000   6.183366   0.000000    6.698385   2.899831   1.300000  0.0000E+00   0.000000  0.5343E+01 -0.9900E+02   1.368101   1.760000
   102  5.10049945  0.71294E+00   1.250635   3.662260   6.185235  -1.397609   0.00000   0.00000   0.00000   0.00000   0.00000  0.4781E+00  0.0000E+00  0.0000E+00  0.5219E+00   0.274000   6.185235   0.000000    6.668925   2.903659   1.300000  0.0000E+00   0.000000  0.5348E+01 -0.9900E+02   1.376359   1.760000
   103  5.10569681  0.71294E+00   1.247534   3.662404   6.187034  -1.392214   0.00000   0.00000   0.00000   0.00000   0.00000  0.4558E+00  0.0000E+00  0.0000E+00  0.5442E+00   0.274000   6.187034   0.000000    6.640763   2.907335   1.300000  0.0000E+00   0.000000  0.5353E+01 -0.9900E+02   1.384699   1.760000
   104  5.11050214  0.71294E+00   1.244563   3.662545   6.188761  -1.387028   0.00000   0.00000   0.00000   0.00000   0.00000  0.4339E+00  0.0000E+00  0.0000E+00  0.5661E+00   0.274000   6.188761   0.000000    6.613788   2.910870   1.300000  0.0000E+00   0.000000  0.5358E+01 -0.9900E+02   1.393302   1.760000
   105  5.11495949  0.71294E+00   1.241700   3.662680   6.190431  -1.382026   0.00000   0.00000   0.00000   0.00000   0.00000  0.4127E+00  0.0000E+00  0.0000E+00  0.5873E+00   0.274000   6.190431   0.000000    6.587932   2.914273   1.300000  0.0000E+00   0.000000  0.5362E+01 -0.9900E+02   1.401900   1.760000
   106  5.11911335  0.71294E+00   1.238929   3.662808   6.192034  -1.377212   0.00000   0.00000   0.00000   0.00000   0.00000  0.3921E+00  0.0000E+00  0.0000E+00  0.6079E+00   0.274000   6.192034   0.000000    6.563086   2.917555   1.300000  0.0000E+00   0.000000  0.5367E+01 -0.9900E+02   1.410803   1.760000
   107  5.12299385  0.71294E+00   1.236251   3.662929   6.193599  -1.372542   0.00000   0.00000   0.00000   0.00000   0.00000  0.3721E+00  0.0000E+00  0.0000E+00  0.6279E+00   0.274000   6.193599   0.000000    6.539229   2.920718   1.300000  0.0000E+00   0.000000  0.5371E+01 -0.9900E+02   1.419463   1.760000
   108  5.12663403  0.71294E+00   1.233650   3.663044   6.195096  -1.368051   0.00000   0.00000   0.00000   0.00000   0.00000  0.3527E+00  0.0000E+00  0.0000E+00  0.6473E+00   0.274000   6.195096   0.000000    6.516230   2.923778   1.300000  0.0000E+00   0.000000  0.5375E+01 -0.9900E+02   1.428571   1.760000
   109  5.13005497  0.71294E+00   1.231146   3.663154   6.196595  -1.363633   0.00000   0.00000   0.00000   0.00000   0.00000  0.3339E+00  0.0000E+00  0.0000E+00  0.6661E+00   0.274000   6.196595   0.000000    6.494161   2.926725   1.300000  0.0000E+00   0.000000  0.5379E+01 -0.9900E+02   1.436532   1.760000
   110  5.13327821  0.71294E+00   1.228724   3.663263   6.197992  -1.359441   0.00000   0.00000   0.00000   0.00000   0.00000  0.3158E+00  0.0000E+00  0.0000E+00  0.6842E+00   0.274000   6.197992   0.000000    6.472843   2.929581   1.300000  0.0000E+00   0.000000  0.5383E+01 -0.9900E+02   1.445823   1.760000
   111  5.13632518  0.71294E+00   1.226375   3.663367   6.199345  -1.355383   0.00000   0.00000   0.00000   0.00000   0.00000  0.2985E+00  0.0000E+00  0.0000E+00  0.7015E+00   0.274000   6.199345   0.000000    6.452274   2.932345   1.300000  0.0000E+00   0.000000  0.5386E+01 -0.9900E+02   1.455170   1.760000
   112  5.13921145  0.71294E+00   1.224085   3.663464   6.200653  -1.351456   0.00000   0.00000   0.00000   0.00000   0.00000  0.2818E+00  0.0000E+00  0.0000E+00  0.7182E+00   0.274000   6.200653   0.000000    6.432407   2.935024   1.300000  0.0000E+00   0.000000  0.5390E+01 -0.9900E+02   1.464631   1.760000
   113  5.14195119  0.71294E+00   1.221877   3.663560   6.201929  -1.347639   0.00000   0.00000   0.00000   0.00000   0.00000  0.2659E+00  0.0000E+00  0.0000E+00  0.7341E+00   0.274000   6.201929   0.000000    6.413238   2.937616   1.300000  0.0000E+00   0.000000  0.5394E+01 -0.9900E+02   1.473879   1.760000
   114  5.14455888  0.71294E+00   1.219739   3.663654   6.203168  -1.343934   0.00000   0.00000   0.00000   0.00000   0.00000  0.2505E+00  0.0000E+00  0.0000E+00  0.7495E+00   0.274000   6.203168   0.000000    6.394701   2.940130   1.300000  0.0000E+00   0.000000  0.5397E+01 -0.9900E+02   1.483098   1.760000
   115  5.14704181  0.71294E+00   1.217657   3.663743   6.204359  -1.340359   0.00000   0.00000   0.00000   0.00000   0.00000  0.2359E+00  0.0000E+00  0.0000E+00  0.7641E+00   0.274000   6.204359   0.000000    6.376774   2.942569   1.300000  0.0000E+00   0.000000  0.5400E+01 -0.9900E+02   1.492639   1.760000
   116  5.14941185  0.71294E+00   1.215641   3.663830   6.205537  -1.336856   0.00000   0.00000   0.00000   0.00000   0.00000  0.2219E+00  0.0000E+00  0.0000E+00  0.7781E+00   0.274000   6.205537   0.000000    6.359457   2.944931   1.300000  0.0000E+00   0.000000  0.5404E+01 -0.9900E+02   1.501490   1.760000
   117  5.15167968  0.71294E+00   1.213688   3.663916   6.206665  -1.333478   0.00000   0.00000   0.00000   0.00000   0.00000  0.2086E+00  0.0000E+00  0.0000E+00  0.7914E+00   0.274000   6.206665   0.000000    6.342663   2.947228   1.300000  0.0000E+00   0.000000  0.5407E+01 -0.9900E+02   1.510857   1.760000
   118  5.15385101  0.71294E+00   1.211799   3.664000   6.207763  -1.330194   0.00000   0.00000   0.00000   0.00000   0.00000  0.1959E+00  0.0000E+00  0.0000E+00  0.8041E+00   0.274000   6.207763   0.000000    6.326409   2.949456   1.300000  0.0000E+00   0.000000  0.5410E+01 -0.9900E+02   1.520098   1.760000
   119  5.15593289  0.71294E+00   1.209959   3.664082   6.208822  -1.327014   0.00000   0.00000   0.00000   0.00000   0.00000  0.1838E+00  0.0000E+00  0.0000E+00  0.8162E+00   0.274000   6.208822   0.000000    6.310653   2.951622   1.300000  0.0000E+00   0.000000  0.5413E+01 -0.9900E+02   1.529475   1.760000
   120  5.15793152  0.71294E+00   1.208168   3.664161   6.209851  -1.323925   0.00000   0.00000   0.00000   0.00000   0.00000  0.1724E+00  0.0000E+00  0.0000E+00  0.8276E+00   0.274000   6.209851   0.000000    6.295377   2.953727   1.300000  0.0000E+00   0.000000  0.5415E+01 -0.9900E+02   1.538764   1.760000
   121  5.15985492  0.71294E+00   1.206423   3.664236   6.210853  -1.320918   0.00000   0.00000   0.00000   0.00000   0.00000  0.1615E+00  0.0000E+00  0.0000E+00  0.8385E+00   0.274000   6.210853   0.000000    6.280545   2.955776   1.300000  0.0000E+00   0.000000  0.5418E+01 -0.9900E+02   1.547958   1.760000
   122  5.16170815  0.71294E+00   1.204722   3.664310   6.211828  -1.317992   0.00000   0.00000   0.00000   0.00000   0.00000  0.1512E+00  0.0000E+00  0.0000E+00  0.8488E+00   0.274000   6.211828   0.000000    6.266139   2.957771   1.300000  0.0000E+00   0.000000  0.5421E+01 -0.9900E+02   1.557056   1.760000
   123  5.16349582  0.71294E+00   1.203059   3.664380   6.212778  -1.315142   0.00000   0.00000   0.00000   0.00000   0.00000  0.1415E+00  0.0000E+00  0.0000E+00  0.8585E+00   0.274000   6.212778   0.000000    6.252136   2.959714   1.300000  0.0000E+00   0.000000  0.5423E+01 -0.9900E+02   1.566032   1.760000
   124  5.16522212  0.71294E+00   1.201432   3.664447   6.213703  -1.312365   0.00000   0.00000   0.00000   0.00000   0.00000  0.1323E+00  0.0000E+00  0.0000E+00  0.8677E+00   0.274000   6.213703   0.000000    6.238520   2.961608   1.300000  0.0000E+00   0.000000  0.5426E+01 -0.9900E+02   1.574888   1.760000
   125  5.16689090  0.71294E+00   1.199846   3.664512   6.214604  -1.309660   0.00000   0.00000   0.00000   0.00000   0.00000  0.1237E+00  0.0000E+00  0.0000E+00  0.8763E+00   0.274000   6.214604   0.000000    6.225280   2.963453   1.300000  0.0000E+00   0.000000  0.5429E+01 -0.9900E+02   1.583600   1.760000
   126  5.16850565  0.71294E+00   1.198303   3.664575   6.215483  -1.307022   0.00000   0.00000   0.00000   0.00000   0.00000  0.1155E+00  0.0000E+00  0.0000E+00  0.8845E+00   0.274000   6.215483   0.000000    6.212403   2.965252   1.300000  0.0000E+00   0.000000  0.5431E+01 -0.9900E+02   1.592128   1.760000
   127  5.17006961  0.71294E+00   1.196799   3.664638   6.216340  -1.304450   0.00000   0.00000   0.00000   0.00000   0.00000  0.1078E+00  0.0000E+00  0.0000E+00  0.8922E+00   0.274000   6.216340   0.000000    6.199874   2.967005   1.300000  0.0000E+00   0.000000  0.5433E+01 -0.9900E+02   1.600490   1.760000
   128  5.17158573  0.71294E+00   1.195328   3.664697   6.217201  -1.301903   0.00000   0.00000   0.00000   0.00000   0.00000  0.1006E+00  0.0000E+00  0.0000E+00  0.8994E+00   0.274000   6.217201   0.000000    6.187695   2.968713   1.300000  0.0000E+00   0.000000  0.5436E+01 -0.9900E+02   1.608011   1.760000
   129  5.17305673  0.71294E+00   1.193892   3.664755   6.218017  -1.299455   0.00000   0.00000   0.00000   0.00000   0.00000  0.9373E-01  0.0000E+00  0.0000E+00  0.9063E+00   0.274000   6.218017   0.000000    6.175817   2.970382   1.300000  0.0000E+00   0.000000  0.5438E+01 -0.9900E+02   1.616094   1.760000
   130  5.17448226  0.71294E+00   1.192495   3.664812   6.218812  -1.297070   0.00000   0.00000   0.00000   0.00000   0.00000  0.8732E-01  0.0000E+00  0.0000E+00  0.9127E+00   0.274000   6.218812   0.000000    6.164267   2.972008   1.300000  0.0000E+00   0.000000  0.5440E+01 -0.9900E+02   1.623840   1.760000
   131  5.17586772  0.71294E+00   1.191129   3.664868   6.219588  -1.294740   0.00000   0.00000   0.00000   0.00000   0.00000  0.8131E-01  0.0000E+00  0.0000E+00  0.9187E+00   0.274000   6.219588   0.000000    6.153010   2.973596   1.300000  0.0000E+00   0.000000  0.5442E+01 -0.9900E+02   1.631379   1.760000
   132  5.17721517  0.71294E+00   1.189797   3.664922   6.220346  -1.292464   0.00000   0.00000   0.00000   0.00000   0.00000  0.7568E-01  0.0000E+00  0.0000E+00  0.9243E+00   0.274000   6.220346   0.000000    6.142037   2.975146   1.300000  0.0000E+00   0.000000  0.5444E+01 -0.9900E+02   1.638691   1.760000
   133  5.17852659  0.71294E+00   1.188493   3.664975   6.221087  -1.290240   0.00000   0.00000   0.00000   0.00000   0.00000  0.7040E-01  0.0000E+00  0.0000E+00  0.9296E+00   0.274000   6.221087   0.000000    6.131334   2.976661   1.300000  0.0000E+00   0.000000  0.5447E+01 -0.9900E+02   1.645773   1.760000
   134  5.17980379  0.71294E+00   1.187217   3.665026   6.221812  -1.288067   0.00000   0.00000   0.00000   0.00000   0.00000  0.6545E-01  0.0000E+00  0.0000E+00  0.9345E+00   0.274000   6.221812   0.000000    6.120888   2.978142   1.300000  0.0000E+00   0.000000  0.5449E+01 -0.9900E+02   1.652621   1.760000
   135  5.18104849  0.71294E+00   1.185968   3.665076   6.222520  -1.285942   0.00000   0.00000   0.00000   0.00000   0.00000  0.6083E-01  0.0000E+00  0.0000E+00  0.9392E+00   0.274000   6.222520   0.000000    6.110691   2.979590   1.300000  0.0000E+00   0.000000  0.5451E+01 -0.9900E+02   1.659219   1.760000
   136  5.18226228  0.71294E+00   1.184748   3.665125   6.223213  -1.283863   0.00000   0.00000   0.00000   0.00000   0.00000  0.5650E-01  0.0000E+00  0.0000E+00  0.9435E+00   0.274000   6.223213   0.000000    6.100736   2.981006   1.300000  0.0000E+00   0.000000  0.5452E+01 -0.9900E+02   1.665571   1.760000
   137  5.18344662  0.71294E+00   1.183554   3.665173   6.223891  -1.281829   0.00000   0.00000   0.00000   0.00000   0.00000  0.5246E-01  0.0000E+00  0.0000E+00  0.9475E+00   0.274000   6.223891   0.000000    6.091012   2.982392   1.300000  0.0000E+00   0.000000  0.5454E+01 -0.9900E+02   1.671658   1.760000
   138  5.18460290  0.71294E+00   1.182397   3.665218   6.224685  -1.279638   0.00000   0.00000   0.00000   0.00000   0.00000  0.4868E-01  0.0000E+00  0.0000E+00  0.9513E+00   0.274000   6.224685   0.000000    6.081654   2.983727   1.300000  0.0000E+00   0.000000  0.5456E+01 -0.9900E+02   1.674796   1.760000
   139  5.18573241  0.71294E+00   1.181252   3.665263   6.225335  -1.277689   0.00000   0.00000   0.00000   0.00000   0.00000  0.4514E-01  0.0000E+00  0.0000E+00  0.9549E+00   0.274000   6.225335   0.000000    6.072367   2.985055   1.300000  0.0000E+00   0.000000  0.5458E+01 -0.9900E+02   1.681084   1.760000
   140  5.18683207  0.71294E+00   1.180128   3.665306   6.225968  -1.275789   0.00000   0.00000   0.00000   0.00000   0.00000  0.4186E-01  0.0000E+00  0.0000E+00  0.9581E+00   0.274000   6.225968   0.000000    6.063315   2.986351   1.300000  0.0000E+00   0.000000  0.5460E+01 -0.9900E+02   1.686422   1.760000
   141  5.18790761  0.71294E+00   1.179025   3.665348   6.226603  -1.273905   0.00000   0.00000   0.00000   0.00000   0.00000  0.3880E-01  0.0000E+00  0.0000E+00  0.9612E+00   0.274000   6.226603   0.000000    6.054458   2.987620   1.300000  0.0000E+00   0.000000  0.5461E+01 -0.9900E+02   1.691009   1.760000
   142  5.18895993  0.71294E+00   1.177945   3.665389   6.227211  -1.272080   0.00000   0.00000   0.00000   0.00000   0.00000  0.3594E-01  0.0000E+00  0.0000E+00  0.9641E+00   0.274000   6.227211   0.000000    6.045793   2.988864   1.300000  0.0000E+00   0.000000  0.5463E+01 -0.9900E+02   1.696134   1.760000
   143  5.18998749  0.71294E+00   1.176887   3.665429   6.227806  -1.270296   0.00000   0.00000   0.00000   0.00000   0.00000  0.3329E-01  0.0000E+00  0.0000E+00  0.9667E+00   0.274000   6.227806   0.000000    6.037333   2.990081   1.300000  0.0000E+00   0.000000  0.5465E+01 -0.9900E+02   1.700750   1.760000
   144  5.19099393  0.71294E+00   1.175851   3.665467   6.228411  -1.268513   0.00000   0.00000   0.00000   0.00000   0.00000  0.3083E-01  0.0000E+00  0.0000E+00  0.9692E+00   0.274000   6.228411   0.000000    6.029055   2.991272   1.300000  0.0000E+00   0.000000  0.5466E+01 -0.9900E+02   1.704223   1.760000
   145  5.19198003  0.71294E+00   1.174833   3.665506   6.228983  -1.266797   0.00000   0.00000   0.00000   0.00000   0.00000  0.2852E-01  0.0000E+00  0.0000E+00  0.9715E+00   0.274000   6.228983   0.000000    6.020942   2.992442   1.300000  0.0000E+00   0.000000  0.5468E+01 -0.9900E+02   1.708740   1.760000
   146  5.19294370  0.71294E+00   1.173840   3.665543   6.229542  -1.265119   0.00000   0.00000   0.00000   0.00000   0.00000  0.2639E-01  0.0000E+00  0.0000E+00  0.9736E+00   0.274000   6.229542   0.000000    6.013019   2.993586   1.300000  0.0000E+00   0.000000  0.5470E+01 -0.9900E+02   1.712669   1.760000
