     R/Rsun        theta        Omega(1/ns) Unknown
     0.895717     0.458149      449.437    0.0867424
     0.910598     0.458149      450.279    0.0820570
     0.924122     0.458149      451.104    0.0767420
     0.936327     0.458149      451.956    0.0708028
     0.947243     0.458149      452.362    0.0676251
     0.956899     0.458149      451.983    0.0734895
     0.965319     0.458149      451.059    0.0814470
     0.972523     0.458149      449.900    0.0770736
     0.978567     0.458149      448.468    0.0639625
     0.983589     0.458149      446.702    0.0521871
     0.987668     0.458149      444.846    0.0435217
     0.990765     0.458149      443.259    0.0399394
     0.993061     0.458149      441.973    0.0455873
     0.994808     0.458149      440.888    0.0570362
     0.996168     0.458149      439.968    0.0697799
     0.997251     0.458149      439.196    0.0818022
     0.998128     0.458149      438.554    0.0924652
     0.998842     0.458149      438.025     0.101614
     0.999417     0.458149      437.598     0.109216
     0.999861     0.458149      437.266     0.115219
      1.00019     0.458149      437.022     0.119692
      1.00046     0.458149      436.822     0.123406
      1.00071     0.458149      436.632     0.126941
     0.400260     0.425424      428.103     0.549626
     0.442229     0.425424      429.020     0.448481
     0.482450     0.425424      429.919     0.369387
     0.521026     0.425424      432.244     0.302308
     0.558060     0.425424      432.749     0.256195
     0.593637     0.425424      430.724     0.227678
     0.627809     0.425424      431.420     0.202911
     0.660583     0.425424      434.953     0.182036
     0.691917     0.425424      438.907     0.160583
     0.721641     0.425424      441.863     0.141663
     0.749417     0.425424      443.381     0.127007
     0.775293     0.425424      444.299     0.115825
     0.799374     0.425424      445.714     0.107641
     0.821755     0.425424      447.010     0.101500
     0.842515     0.425424      447.880    0.0964581
     0.861725     0.425424      448.932    0.0926890
     0.879442     0.425424      450.426    0.0893679
     0.895717     0.425424      451.718    0.0855451
     0.910598     0.425424      452.603    0.0811827
     0.924122     0.425424      453.459    0.0761477
     0.936327     0.425424      454.317    0.0702749
     0.947243     0.425424      454.709    0.0670057
     0.956899     0.425424      454.301    0.0726504
     0.965319     0.425424      453.326    0.0805743
     0.972523     0.425424      452.127    0.0763786
     0.978567     0.425424      450.667    0.0632431
     0.983589     0.425424      448.862    0.0516278
     0.987668     0.425424      446.966    0.0432624
     0.990765     0.425424      445.345    0.0396361
     0.993061     0.425424      444.029    0.0450552
     0.994808     0.425424      442.918    0.0562930
     0.996168     0.425424      441.975    0.0688797
     0.997251     0.425424      441.183    0.0807899
     0.998128     0.425424      440.522    0.0913728
     0.998842     0.425424      439.978     0.100464
     0.999417     0.425424      439.538     0.108024
     0.999861     0.425424      439.197     0.113996
      1.00019     0.425424      438.946     0.118447
      1.00046     0.425424      438.740     0.122143
      1.00071     0.425424      438.544     0.125663
     0.400260     0.392699      428.146     0.549900
     0.442229     0.392699      429.093     0.449023
     0.482450     0.392699      430.042     0.370360
     0.521026     0.392699      432.448     0.303950
     0.558060     0.392699      432.995     0.258781
     0.593637     0.392699      430.920     0.231252
     0.627809     0.392699      431.606     0.207053
     0.660583     0.392699      435.338     0.186439
     0.691917     0.392699      439.847     0.164320
     0.721641     0.392699      443.595     0.144006
     0.749417     0.392699      445.644     0.127698
     0.775293     0.392699      446.619     0.115045
     0.799374     0.392699      447.895     0.105911
     0.821755     0.392699      449.108    0.0993418
     0.842515     0.392699      449.982    0.0942728
     0.861725     0.392699      451.027    0.0905987
     0.879442     0.392699      452.504    0.0875050
     0.895717     0.392699      453.823    0.0840558
     0.910598     0.392699      454.746    0.0800770
     0.924122     0.392699      455.626    0.0754315
     0.936327     0.392699      456.478    0.0697504
     0.947243     0.392699      456.849    0.0664928
     0.956899     0.392699      456.408    0.0719644
     0.965319     0.392699      455.377    0.0797630
     0.972523     0.392699      454.132    0.0756456
     0.978567     0.392699      452.638    0.0624660
     0.983589     0.392699      450.796    0.0510517
     0.987668     0.392699      448.862    0.0430397
     0.990765     0.392699      447.203    0.0393935
     0.993061     0.392699      445.853    0.0445811
     0.994808     0.392699      444.712    0.0556071
     0.996168     0.392699      443.746    0.0680372
     0.997251     0.392699      442.933    0.0798331
     0.998128     0.392699      442.256    0.0903324
     0.998842     0.392699      441.697    0.0993610
     0.999417     0.392699      441.245     0.106875
     0.999861     0.392699      440.896     0.112813
      1.00019     0.392699      440.638     0.117241
      1.00046     0.392699      440.426     0.120918
      1.00071     0.392699      440.225     0.124419
     0.400260     0.359974      428.187     0.550159
     0.442229     0.359974      429.161     0.449541
     0.482450     0.359974      430.158     0.371320
     0.521026     0.359974      432.640     0.305649
     0.558060     0.359974      433.224     0.261575
     0.593637     0.359974      431.100     0.235220
     0.627809     0.359974      431.774     0.211760
     0.660583     0.359974      435.684     0.191561
     0.691917     0.359974      440.709     0.168967
     0.721641     0.359974      445.200     0.147486
     0.749417     0.359974      447.739     0.129626
     0.775293     0.359974      448.751     0.115412
     0.799374     0.359974      449.885     0.105047
     0.821755     0.359974      451.026    0.0976805
     0.842515     0.359974      451.920    0.0922480
     0.861725     0.359974      452.970    0.0884253
     0.879442     0.359974      454.431    0.0854147
     0.895717     0.359974      455.764    0.0822189
     0.910598     0.359974      456.719    0.0786195
     0.924122     0.359974      457.613    0.0744564
     0.936327     0.359974      458.451    0.0691233
     0.947243     0.359974      458.794    0.0660314
     0.956899     0.359974      458.321    0.0713381
     0.965319     0.359974      457.232    0.0788451
     0.972523     0.359974      455.935    0.0746732
     0.978567     0.359974      454.402    0.0614663
     0.983589     0.359974      452.530    0.0503874
     0.987668     0.359974      450.566    0.0428290
     0.990765     0.359974      448.882    0.0391521
     0.993061     0.359974      447.503    0.0440453
     0.994808     0.359974      446.339    0.0548059
     0.996168     0.359974      445.353    0.0670411
     0.997251     0.359974      444.526    0.0786952
     0.998128     0.359974      443.837    0.0890898
     0.998842     0.359974      443.269    0.0980401
     0.999417     0.359974      442.810     0.105495
     0.999861     0.359974      442.455     0.111389
      1.00019     0.359974      442.193     0.115786
      1.00046     0.359974      441.978     0.119438
      1.00071     0.359974      441.774     0.122916
     0.400260     0.327249      428.225     0.550402
     0.442229     0.327249      429.226     0.450034
     0.482450     0.327249      430.266     0.372253
     0.521026     0.327249      432.819     0.307368
     0.558060     0.327249      433.436     0.264497
     0.593637     0.327249      431.265     0.239447
     0.627809     0.327249      431.923     0.216854
     0.660583     0.327249      435.994     0.197209
     0.691917     0.327249      441.494     0.174362
     0.721641     0.327249      446.674     0.152031
     0.749417     0.327249      449.662     0.132872
     0.775293     0.327249      450.696     0.117174
     0.799374     0.327249      451.693     0.105406
     0.821755     0.327249      452.775    0.0968995
     0.842515     0.327249      453.703    0.0907146
     0.861725     0.327249      454.770    0.0864183
     0.879442     0.327249      456.215    0.0832559
     0.895717     0.327249      457.555    0.0800786
     0.910598     0.327249      458.532    0.0767466
     0.924122     0.327249      459.433    0.0730894
     0.936327     0.327249      460.247    0.0682417
     0.947243     0.327249      460.559    0.0654806
     0.956899     0.327249      460.054    0.0705521
     0.965319     0.327249      458.910    0.0775496
     0.972523     0.327249      457.558    0.0732232
     0.978567     0.327249      455.987    0.0600867
     0.983589     0.327249      454.094    0.0495844
     0.987668     0.327249      452.116    0.0426152
     0.990765     0.327249      450.427    0.0388227
     0.993061     0.327249      449.047    0.0432652
     0.994808     0.327249      447.881    0.0536487
     0.996168     0.327249      446.893    0.0656177
     0.997251     0.327249      446.063    0.0770800
     0.998128     0.327249      445.372    0.0873327
     0.998842     0.327249      444.801    0.0961759
     0.999417     0.327249      444.340     0.103549
     0.999861     0.327249      443.983     0.109383
      1.00019     0.327249      443.720     0.113736
      1.00046     0.327249      443.503     0.117352
      1.00071     0.327249      443.298     0.120797
     0.400260     0.294524      428.261     0.550627
     0.442229     0.294524      429.285     0.450495
     0.482450     0.294524      430.365     0.373147
     0.521026     0.294524      432.983     0.309072
     0.558060     0.294524      433.630     0.267465
     0.593637     0.294524      431.415     0.243795
     0.627809     0.294524      432.055     0.222156
     0.660583     0.294524      436.268     0.203178
     0.691917     0.294524      442.203     0.180307
     0.721641     0.294524      448.017     0.157497
     0.749417     0.294524      451.414     0.137413
     0.775293     0.294524      452.458     0.120480
     0.799374     0.294524      453.325     0.107310
     0.821755     0.294524      454.362    0.0974455
     0.842515     0.294524      455.338    0.0901456
     0.861725     0.294524      456.435    0.0850089
     0.879442     0.294524      457.866    0.0813744
     0.895717     0.294524      459.201    0.0778564
     0.910598     0.294524      460.191    0.0745339
     0.924122     0.294524      461.089    0.0712682
     0.936327     0.294524      461.871    0.0669332
     0.947243     0.294524      462.146    0.0645958
     0.956899     0.294524      461.610    0.0692476
     0.965319     0.294524      460.414    0.0755435
     0.972523     0.294524      459.003    0.0710970
     0.978567     0.294524      457.396    0.0582319
     0.983589     0.294524      455.499    0.0486176
     0.987668     0.294524      453.529    0.0424056
     0.990765     0.294524      451.852    0.0383841
     0.993061     0.294524      450.491    0.0421179
     0.994808     0.294524      449.345    0.0519316
     0.996168     0.294524      448.373    0.0635234
     0.997251     0.294524      447.553    0.0747248
     0.998128     0.294524      446.868    0.0847863
     0.998842     0.294524      446.303    0.0934848
     0.999417     0.294524      445.845     0.100748
     0.999861     0.294524      445.491     0.106498
      1.00019     0.294524      445.230     0.110791
      1.00046     0.294524      445.015     0.114358
      1.00071     0.294524      444.812     0.117758
     0.400260     0.261799      428.293     0.550833
     0.442229     0.261799      429.339     0.450921
     0.482450     0.261799      430.456     0.373991
     0.521026     0.261799      433.132     0.310722
     0.558060     0.261799      433.806     0.270394
     0.593637     0.261799      431.548     0.248126
     0.627809     0.261799      432.170     0.227485
     0.660583     0.261799      436.509     0.209259
     0.691917     0.261799      442.836     0.186582
     0.721641     0.261799      449.225     0.163670
     0.749417     0.261799      452.991     0.143101
     0.775293     0.261799      454.039     0.125320
     0.799374     0.261799      454.786     0.110958
     0.821755     0.261799      455.791    0.0997285
     0.842515     0.261799      456.827    0.0910923
     0.861725     0.261799      457.965    0.0848040
     0.879442     0.261799      459.385    0.0803488
     0.895717     0.261799      460.706    0.0760452
     0.910598     0.261799      461.696    0.0723195
     0.924122     0.261799      462.584    0.0691248
     0.936327     0.261799      463.321    0.0651011
     0.947243     0.261799      463.548    0.0630852
     0.956899     0.261799      462.975    0.0670132
     0.965319     0.261799      461.732    0.0725591
     0.972523     0.261799      460.266    0.0682705
     0.978567     0.261799      458.630    0.0559596
     0.983589     0.261799      456.744    0.0474783
     0.987668     0.261799      454.802    0.0421615
     0.990765     0.261799      453.155    0.0378586
     0.993061     0.261799      451.824    0.0406318
     0.994808     0.261799      450.705    0.0496313
     0.996168     0.261799      449.755    0.0606856
     0.997251     0.261799      448.954    0.0715224
     0.998128     0.261799      448.283    0.0813226
     0.998842     0.261799      447.728    0.0898255
     0.999417     0.261799      447.279    0.0969392
     0.999861     0.261799      446.931     0.102578
      1.00019     0.261799      446.675     0.106791
      1.00046     0.261799      446.464     0.110293
      1.00071     0.261799      446.265     0.113632
     0.400260     0.229074      428.322     0.551019
     0.442229     0.229074      429.387     0.451309
     0.482450     0.229074      430.537     0.374770
     0.521026     0.229074      433.265     0.312282
     0.558060     0.229074      433.962     0.273205
     0.593637     0.229074      431.667     0.252308
     0.627809     0.229074      432.269     0.232668
     0.660583     0.229074      436.718     0.215245
     0.691917     0.229074      443.393     0.192945
     0.721641     0.229074      450.298     0.170278
     0.749417     0.229074      454.392     0.149667
     0.775293     0.229074      455.440     0.131505
     0.799374     0.229074      456.080     0.116335
     0.821755     0.229074      457.065     0.103983
     0.842515     0.229074      458.170    0.0940378
     0.861725     0.229074      459.358    0.0864795
     0.879442     0.229074      460.769    0.0809520
     0.895717     0.229074      462.067    0.0754593
     0.910598     0.229074      463.046    0.0708358
     0.924122     0.229074      463.912    0.0671716
     0.936327     0.229074      464.594    0.0629411
     0.947243     0.229074      464.761    0.0608166
     0.956899     0.229074      464.138    0.0636494
     0.965319     0.229074      462.853    0.0687200
     0.972523     0.229074      461.348    0.0651540
     0.978567     0.229074      459.697    0.0535702
     0.983589     0.229074      457.830    0.0461325
     0.987668     0.229074      455.936    0.0417578
     0.990765     0.229074      454.334    0.0373244
     0.993061     0.229074      453.037    0.0391050
     0.994808     0.229074      451.946    0.0471100
     0.996168     0.229074      451.019    0.0574645
     0.997251     0.229074      450.237    0.0678228
     0.998128     0.229074      449.583    0.0772839
     0.998842     0.229074      449.042    0.0855374
     0.999417     0.229074      448.604    0.0924637
     0.999861     0.229074      448.264    0.0979635
      1.00019     0.229074      448.014     0.102077
      1.00046     0.229074      447.809     0.105498
      1.00071     0.229074      447.614     0.108762
     0.400260     0.196350      428.347     0.551182
     0.442229     0.196350      429.430     0.451653
     0.482450     0.196350      430.609     0.375474
     0.521026     0.196350      433.381     0.313717
     0.558060     0.196350      434.098     0.275819
     0.593637     0.196350      431.769     0.256217
     0.627809     0.196350      432.353     0.237540
     0.660583     0.196350      436.896     0.220932
     0.691917     0.196350      443.875     0.199146
     0.721641     0.196350      451.234     0.177004
     0.749417     0.196350      455.615     0.156741
     0.775293     0.196350      456.661     0.138662
     0.799374     0.196350      457.209     0.123168
     0.821755     0.196350      458.183     0.110139
     0.842515     0.196350      459.361    0.0991932
     0.861725     0.196350      460.607    0.0905434
     0.879442     0.196350      462.011    0.0839392
     0.895717     0.196350      463.282    0.0771106
     0.910598     0.196350      464.236    0.0712188
     0.924122     0.196350      465.070    0.0664630
     0.936327     0.196350      465.684    0.0612486
     0.947243     0.196350      465.776    0.0582356
     0.956899     0.196350      465.094    0.0597076
     0.965319     0.196350      463.772    0.0650580
     0.972523     0.196350      462.249    0.0629081
     0.978567     0.196350      460.599    0.0517534
     0.983589     0.196350      458.753    0.0445838
     0.987668     0.196350      456.915    0.0409901
     0.990765     0.196350      455.372    0.0368855
     0.993061     0.196350      454.116    0.0381086
     0.994808     0.196350      453.057    0.0452055
     0.996168     0.196350      452.153    0.0548182
     0.997251     0.196350      451.388    0.0646509
     0.998128     0.196350      450.745    0.0737409
     0.998842     0.196350      450.213    0.0817251
     0.999417     0.196350      449.782    0.0884514
     0.999861     0.196350      449.448    0.0938042
      1.00019     0.196350      449.202    0.0978124
      1.00046     0.196350      449.000     0.101150
      1.00071     0.196350      448.808     0.104335
     0.400260     0.163625      428.369     0.551323
     0.442229     0.163625      429.466     0.451951
     0.482450     0.163625      430.670     0.376090
     0.521026     0.163625      433.481     0.314995
     0.558060     0.163625      434.214     0.278165
     0.593637     0.163625      431.855     0.259736
     0.627809     0.163625      432.423     0.241951
     0.660583     0.163625      437.045     0.226128
     0.691917     0.163625      444.284     0.204935
     0.721641     0.163625      452.031     0.183505
     0.749417     0.163625      456.658     0.163883
     0.775293     0.163625      457.702     0.146279
     0.799374     0.163625      458.173     0.130941
     0.821755     0.163625      459.144     0.117765
     0.842515     0.163625      460.395     0.106328
     0.861725     0.163625      461.700    0.0970400
     0.879442     0.163625      463.102    0.0896633
     0.895717     0.163625      464.344    0.0817757
     0.910598     0.163625      465.262    0.0746402
     0.924122     0.163625      466.049    0.0684376
     0.936327     0.163625      466.582    0.0615831
     0.947243     0.163625      466.588    0.0568828
     0.956899     0.163625      465.839    0.0571930
     0.965319     0.163625      464.483    0.0638968
     0.972523     0.163625      462.950    0.0634258
     0.978567     0.163625      461.310    0.0517463
     0.983589     0.163625      459.478    0.0433194
     0.987668     0.163625      457.686    0.0398256
     0.990765     0.163625      456.194    0.0366791
     0.993061     0.163625      454.976    0.0385018
     0.994808     0.163625      453.942    0.0454080
     0.996168     0.163625      453.055    0.0545706
     0.997251     0.163625      452.299    0.0639924
     0.998128     0.163625      451.662    0.0727624
     0.998842     0.163625      451.135    0.0805045
     0.999417     0.163625      450.707    0.0870481
     0.999861     0.163625      450.375    0.0922660
      1.00019     0.163625      450.130    0.0961781
      1.00046     0.163625      449.929    0.0994381
      1.00071     0.163625      449.739     0.102551
     0.400260     0.130900      428.387     0.551439
     0.442229     0.130900      429.496     0.452199
     0.482450     0.130900      430.720     0.376610
     0.521026     0.130900      433.563     0.316084
     0.558060     0.130900      434.310     0.280179
     0.593637     0.130900      431.926     0.262766
     0.627809     0.130900      432.479     0.245762
     0.660583     0.130900      437.165     0.230656
     0.691917     0.130900      444.618     0.210070
     0.721641     0.130900      452.687     0.189434
     0.749417     0.130900      457.518     0.170618
     0.775293     0.130900      458.561     0.153750
     0.799374     0.130900      458.969     0.138946
     0.821755     0.130900      459.943     0.126108
     0.842515     0.130900      461.261     0.114728
     0.861725     0.130900      462.624     0.105370
     0.879442     0.130900      464.028    0.0977281
     0.895717     0.130900      465.243    0.0894047
     0.910598     0.130900      466.113    0.0815232
     0.924122     0.130900      466.842    0.0741117
     0.936327     0.130900      467.284    0.0656782
     0.947243     0.130900      467.195    0.0592221
     0.956899     0.130900      466.374    0.0593686
     0.965319     0.130900      464.980    0.0680371
     0.972523     0.130900      463.433    0.0683485
     0.978567     0.130900      461.800    0.0550058
     0.983589     0.130900      459.967    0.0439067
     0.987668     0.130900      458.188    0.0390995
     0.990765     0.130900      456.719    0.0369832
     0.993061     0.130900      455.519    0.0408434
     0.994808     0.130900      454.494    0.0489375
     0.996168     0.130900      453.611    0.0584704
     0.997251     0.130900      452.856    0.0679208
     0.998128     0.130900      452.221    0.0766174
     0.998842     0.130900      451.693    0.0842700
     0.999417     0.130900      451.265    0.0907344
     0.999861     0.130900      450.934    0.0958902
      1.00019     0.130900      450.689    0.0997569
      1.00046     0.130900      450.488     0.102980
      1.00071     0.130900      450.298     0.106059
     0.400260    0.0981748      428.401     0.551531
     0.442229    0.0981748      429.520     0.452395
     0.482450    0.0981748      430.760     0.377024
     0.521026    0.0981748      433.627     0.316959
     0.558060    0.0981748      434.385     0.281805
     0.593637    0.0981748      431.981     0.265217
     0.627809    0.0981748      432.523     0.248857
     0.660583    0.0981748      437.257     0.234357
     0.691917    0.0981748      444.878     0.214328
     0.721641    0.0981748      453.200     0.194459
     0.749417    0.0981748      458.192     0.176473
     0.775293    0.0981748      459.235     0.160441
     0.799374    0.0981748      459.594     0.146379
     0.821755    0.0981748      460.573     0.134196
     0.842515    0.0981748      461.950     0.123297
     0.861725    0.0981748      463.364     0.114348
     0.879442    0.0981748      464.772     0.106934
     0.895717    0.0981748      465.963    0.0988404
     0.910598    0.0981748      466.781    0.0909228
     0.924122    0.0981748      467.446    0.0830140
     0.936327    0.0981748      467.796    0.0738637
     0.947243    0.0981748      467.608    0.0666201
     0.956899    0.0981748      466.719    0.0679595
     0.965319    0.0981748      465.279    0.0780731
     0.972523    0.0981748      463.706    0.0773874
     0.978567    0.0981748      462.065    0.0618951
     0.983589    0.0981748      460.219    0.0482452
     0.987668    0.0981748      458.407    0.0407345
     0.990765    0.0981748      456.914    0.0380044
     0.993061    0.0981748      455.708    0.0439806
     0.994808    0.0981748      454.679    0.0544363
     0.996168    0.0981748      453.790    0.0655836
     0.997251    0.0981748      453.031    0.0760649
     0.998128    0.0981748      452.391    0.0854537
     0.998842    0.0981748      451.860    0.0936037
     0.999417    0.0981748      451.430     0.100441
     0.999861    0.0981748      451.096     0.105875
      1.00019    0.0981748      450.850     0.109942
      1.00046    0.0981748      450.648     0.113328
      1.00071    0.0981748      450.456     0.116560
     0.400260    0.0654500      428.411     0.551597
     0.442229    0.0654500      429.537     0.452537
     0.482450    0.0654500      430.788     0.377324
     0.521026    0.0654500      433.673     0.317600
     0.558060    0.0654500      434.438     0.283000
     0.593637    0.0654500      432.021     0.267020
     0.627809    0.0654500      432.553     0.251140
     0.660583    0.0654500      437.323     0.237102
     0.691917    0.0654500      445.064     0.217521
     0.721641    0.0654500      453.569     0.198286
     0.749417    0.0654500      458.676     0.181016
     0.775293    0.0654500      459.719     0.165745
     0.799374    0.0654500      460.045     0.152428
     0.821755    0.0654500      461.028     0.140985
     0.842515    0.0654500      462.450     0.130745
     0.861725    0.0654500      463.904     0.122441
     0.879442    0.0654500      465.318     0.115541
     0.895717    0.0654500      466.490     0.108086
     0.910598    0.0654500      467.260     0.100665
     0.924122    0.0654500      467.866    0.0929584
     0.936327    0.0654500      468.133    0.0840644
     0.947243    0.0654500      467.857    0.0771859
     0.956899    0.0654500      466.904    0.0803576
     0.965319    0.0654500      465.414    0.0909458
     0.972523    0.0654500      463.803    0.0880397
     0.978567    0.0654500      462.141    0.0707866
     0.983589    0.0654500      460.270    0.0561532
     0.987668    0.0654500      458.392    0.0464041
     0.990765    0.0654500      456.833    0.0409374
     0.993061    0.0654500      455.589    0.0468565
     0.994808    0.0654500      454.536    0.0595667
     0.996168    0.0654500      453.634    0.0733623
     0.997251    0.0654500      452.868    0.0861955
     0.998128    0.0654500      452.225    0.0975344
     0.998842    0.0654500      451.693     0.107268
     0.999417    0.0654500      451.262     0.115370
     0.999861    0.0654500      450.927     0.121776
      1.00019    0.0654500      450.681     0.126553
      1.00046    0.0654500      450.479     0.130522
      1.00071    0.0654500      450.287     0.134301
     0.400260    0.0327249      428.417     0.551637
     0.442229    0.0327249      429.547     0.452623
     0.482450    0.0327249      430.805     0.377507
     0.521026    0.0327249      433.701     0.317991
     0.558060    0.0327249      434.470     0.283730
     0.593637    0.0327249      432.044     0.268123
     0.627809    0.0327249      432.572     0.252539
     0.660583    0.0327249      437.362     0.238790
     0.691917    0.0327249      445.176     0.219499
     0.721641    0.0327249      453.790     0.200683
     0.749417    0.0327249      458.968     0.183897
     0.775293    0.0327249      460.012     0.169156
     0.799374    0.0327249      460.317     0.156387
     0.821755    0.0327249      461.303     0.145518
     0.842515    0.0327249      462.754     0.135835
     0.861725    0.0327249      464.233     0.128099
     0.879442    0.0327249      465.652     0.121697
     0.895717    0.0327249      466.811     0.114883
     0.910598    0.0327249      467.547     0.108065
     0.924122    0.0327249      468.110     0.100841
     0.936327    0.0327249      468.320    0.0926109
     0.947243    0.0327249      467.981    0.0865441
     0.956899    0.0327249      466.980    0.0912357
     0.965319    0.0327249      465.447     0.101801
     0.972523    0.0327249      463.800    0.0969441
     0.978567    0.0327249      462.112    0.0788862
     0.983589    0.0327249      460.217    0.0645988
     0.987668    0.0327249      458.276    0.0547583
     0.990765    0.0327249      456.644    0.0483202
     0.993061    0.0327249      455.348    0.0532416
     0.994808    0.0327249      454.264    0.0668078
     0.996168    0.0327249      453.345    0.0826890
     0.997251    0.0327249      452.573    0.0978861
     0.998128    0.0327249      451.929     0.111441
     0.998842    0.0327249      451.397     0.123102
     0.999417    0.0327249      450.968     0.132805
     0.999861    0.0327249      450.635     0.140470
      1.00019    0.0327249      450.390     0.146183
      1.00046    0.0327249      450.189     0.150925
      1.00071    0.0327249      449.999     0.155439
     0.400260      0.00000      428.419     0.551650
     0.442229      0.00000      429.551     0.452651
     0.482450      0.00000      430.811     0.377568
     0.521026      0.00000      433.710     0.318122
     0.558060      0.00000      434.481     0.283976
     0.593637      0.00000      432.052     0.268495
     0.627809      0.00000      432.578     0.253010
     0.660583      0.00000      437.375     0.239359
     0.691917      0.00000      445.213     0.220169
     0.721641      0.00000      453.865     0.201500
     0.749417      0.00000      459.066     0.184885
     0.775293      0.00000      460.110     0.170334
     0.799374      0.00000      460.408     0.157766
     0.821755      0.00000      461.395     0.147114
     0.842515      0.00000      462.855     0.137647
     0.861725      0.00000      464.344     0.130137
     0.879442      0.00000      465.764     0.123938
     0.895717      0.00000      466.919     0.117392
     0.910598      0.00000      467.642     0.110841
     0.924122      0.00000      468.189     0.103860
     0.936327      0.00000      468.378    0.0959668
     0.947243      0.00000      468.016    0.0903032
     0.956899      0.00000      466.997    0.0955862
     0.965319      0.00000      465.447     0.106116
     0.972523      0.00000      463.785     0.100584
     0.978567      0.00000      462.086    0.0824493
     0.983589      0.00000      460.180    0.0685282
     0.987668      0.00000      458.214    0.0592347
     0.990765      0.00000      456.550    0.0536374
     0.993061      0.00000      455.229    0.0589330
     0.994808      0.00000      454.129    0.0726870
     0.996168      0.00000      453.202    0.0890305
     0.997251      0.00000      452.426     0.104899
     0.998128      0.00000      451.782     0.119193
     0.998842      0.00000      451.251     0.131568
     0.999417      0.00000      450.823     0.141907
     0.999861      0.00000      450.491     0.150096
      1.00019      0.00000      450.247     0.156210
      1.00046      0.00000      450.046     0.161292
      1.00071      0.00000      449.856     0.166136

