#   NMOD   LOG(T)      H/HE      LOG L/Ls    LOG TE    LOG TC  LOG RHOc     TMAX     MTMAX     M-CC    M-HEC      M-CE     L-PP      L-CNO       L-3A       L-GRA    HE_SUP  LOGTce   GICO    R/Rsun  LOG(g)   M/Msun      mdot   log (L+Lacc)/Ls  Lacc/Ls      Lacc/L      log tkh   log tacc   log t(d)   log t(li6)   log t(li7)    t_conv(glob)    RCE/Rtot      CP_T     Mix.Len.
   903  9.62508267  0.98802E-05   0.61425   3.78943   7.31563   2.81463   0.00000   0.00000  0.00000  0.00000   2.44437  0.547E+00  0.417E+00  0.000E+00 -0.105E-02  0.1075  5.8323  0.0000   1.7845  4.0247  1.230000  0.000E+00  6.14255E-01  0.00000E+00  0.00000E+00    6.50872  -99.00000  -99.00000  -99.00000  -99.00000        2.792829E-02    0.82956  3.142962E+44  2.000000E+00
   904  9.62538158  0.94071E-05   0.61460   3.78930   7.31571   2.81577   0.00000   0.00000  0.00000  0.00000   2.44437  0.546E+00  0.418E+00  0.000E+00 -0.104E-02  0.1074  5.8323  0.0000   1.7863  4.0238  1.230000  0.000E+00  6.14604E-01  0.00000E+00  0.00000E+00    6.50793  -99.00000  -99.00000  -99.00000  -99.00000        3.797891E-02    0.82939  3.143382E+44  2.000000E+00
   905  9.62567859  0.89568E-05   0.61495   3.78925   7.31578   2.81691   0.00000   0.00000  0.00000  0.00000   2.44437  0.545E+00  0.418E+00  0.000E+00 -0.105E-02  0.1074  5.8317  0.0000   1.7875  4.0233  1.230000  0.000E+00  6.14952E-01  0.00000E+00  0.00000E+00    6.50731  -99.00000  -99.00000  -99.00000  -99.00000        2.771093E-02    0.82948  3.139382E+44  2.000000E+00
   906  9.62597373  0.85280E-05   0.61530   3.78920   7.31586   2.81805   0.00000   0.00000  0.00000  0.00000   2.44437  0.544E+00  0.419E+00  0.000E+00 -0.105E-02  0.1073  5.8312  0.0000   1.7886  4.0227  1.230000  0.000E+00  6.15299E-01  0.00000E+00  0.00000E+00    6.50670  -99.00000  -99.00000  -99.00000  -99.00000        2.671246E-02    0.82956  3.135356E+44  2.000000E+00
   907  9.62626702  0.81197E-05   0.61565   3.78915   7.31593   2.81919   0.00000   0.00000  0.00000  0.00000   2.44437  0.544E+00  0.420E+00  0.000E+00 -0.106E-02  0.1073  5.8306  0.0000   1.7897  4.0222  1.230000  0.000E+00  6.15645E-01  0.00000E+00  0.00000E+00    6.50608  -99.00000  -99.00000  -99.00000  -99.00000        2.619529E-02    0.82965  3.131337E+44  2.000000E+00
   908  9.62655847  0.77310E-05   0.61599   3.78910   7.31603   2.82029   0.00000   0.00000  0.00000  0.00000   2.44437  0.543E+00  0.421E+00  0.000E+00 -0.118E-02  0.1072  5.8300  0.0000   1.7908  4.0216  1.230000  0.000E+00  6.15988E-01  0.00000E+00  0.00000E+00    6.50546  -99.00000  -99.00000  -99.00000  -99.00000        2.581800E-02    0.82975  3.565288E+44  2.000000E+00
   909  9.62684809  0.73605E-05   0.61634   3.78905   7.31611   2.82142   0.00000   0.00000  0.00000  0.00000   2.44421  0.542E+00  0.422E+00  0.000E+00 -0.108E-02  0.1072  5.8452  0.0000   1.7919  4.0211  1.230000  0.000E+00  6.16341E-01  0.00000E+00  0.00000E+00    6.50483  -99.00000  -99.00000  -99.00000  -99.00000        2.554589E-02    0.82472  3.122957E+44  2.000000E+00
   910  9.62713562  0.70081E-05   0.61669   3.78902   7.31619   2.82257   0.00000   0.00000  0.00000  0.00000   2.44437  0.541E+00  0.423E+00  0.000E+00 -0.106E-02  0.1081  5.8291  0.0000   1.7930  4.0206  1.230000  0.000E+00  6.16692E-01  0.00000E+00  0.00000E+00    6.50423  -99.00000  -99.00000  -99.00000  -99.00000        2.281140E-02    0.82998  3.558779E+44  2.000000E+00
   911  9.62742131  0.66726E-05   0.61704   3.78897   7.31626   2.82372   0.00000   0.00000  0.00000  0.00000   2.44437  0.541E+00  0.423E+00  0.000E+00 -0.105E-02  0.1081  5.8286  0.0000   1.7941  4.0200  1.230000  0.000E+00  6.17039E-01  0.00000E+00  0.00000E+00    6.50362  -99.00000  -99.00000  -99.00000  -99.00000        2.276017E-02    0.83006  3.114785E+44  2.000000E+00
   912  9.62770520  0.63531E-05   0.61738   3.78892   7.31633   2.82487   0.00000   0.00000  0.00000  0.00000   2.44437  0.540E+00  0.424E+00  0.000E+00 -0.106E-02  0.1080  5.8280  0.0000   1.7952  4.0195  1.230000  0.000E+00  6.17381E-01  0.00000E+00  0.00000E+00    6.50301  -99.00000  -99.00000  -99.00000  -99.00000        2.271025E-02    0.83015  3.110827E+44  2.000000E+00
   913  9.62798733  0.60490E-05   0.61772   3.78887   7.31641   2.82602   0.00000   0.00000  0.00000  0.00000   2.44421  0.539E+00  0.425E+00  0.000E+00 -0.106E-02  0.1080  5.8433  0.0000   1.7963  4.0190  1.230000  0.000E+00  6.17723E-01  0.00000E+00  0.00000E+00    6.50240  -99.00000  -99.00000  -99.00000  -99.00000        2.788707E-02    0.82511  3.106929E+44  2.000000E+00
   914  9.62826770  0.57594E-05   0.61807   3.78883   7.31648   2.82716   0.00000   0.00000  0.00000  0.00000   2.44421  0.538E+00  0.425E+00  0.000E+00 -0.105E-02  0.1079  5.8427  0.0000   1.7974  4.0185  1.230000  0.000E+00  6.18065E-01  0.00000E+00  0.00000E+00    6.50180  -99.00000  -99.00000  -99.00000  -99.00000        2.651035E-02    0.82519  3.541047E+44  2.000000E+00
   915  9.62854631  0.54837E-05   0.61839   3.78877   7.31657   2.82818   0.00000   0.00000  0.00000  0.00000   2.44421  0.538E+00  0.427E+00  0.000E+00 -0.131E-02  0.1079  5.8421  0.0000   1.7985  4.0179  1.230000  0.000E+00  6.18394E-01  0.00000E+00  0.00000E+00    6.50120  -99.00000  -99.00000  -99.00000  -99.00000        2.579254E-02    0.82530  3.985485E+44  2.000000E+00
   916  9.62882320  0.52210E-05   0.61871   3.78872   7.31678   2.82904   0.00000   0.00000  0.00000  0.00000   2.44421  0.537E+00  0.427E+00  0.000E+00 -0.118E-02  0.1078  5.8415  0.0000   1.7996  4.0174  1.230000  0.000E+00  6.18714E-01  0.00000E+00  0.00000E+00    6.50062  -99.00000  -99.00000  -99.00000  -99.00000        2.540357E-02    0.82540  3.094520E+44  2.000000E+00
   917  9.62909826  0.49704E-05   0.61905   3.78868   7.31689   2.83011   0.00000   0.00000  0.00000  0.00000   2.44421  0.536E+00  0.428E+00  0.000E+00 -0.108E-02  0.1078  5.8409  0.0000   1.8007  4.0169  1.230000  0.000E+00  6.19053E-01  0.00000E+00  0.00000E+00    6.50001  -99.00000  -99.00000  -99.00000  -99.00000        2.514501E-02    0.82549  3.526769E+44  2.000000E+00
   918  9.62937082  0.47322E-05   0.61939   3.78863   7.31696   2.83127   0.00000   0.00000  0.00000  0.00000   2.44421  0.535E+00  0.428E+00  0.000E+00 -0.105E-02  0.1078  5.8404  0.0000   1.8017  4.0163  1.230000  0.000E+00  6.19395E-01  0.00000E+00  0.00000E+00    6.49941  -99.00000  -99.00000  -99.00000  -99.00000        2.494960E-02    0.82558  3.522413E+44  2.000000E+00
   919  9.62964137  0.45056E-05   0.61973   3.78859   7.31703   2.83243   0.00000   0.00000  0.00000  0.00000   2.44421  0.535E+00  0.429E+00  0.000E+00 -0.105E-02  0.1077  5.8399  0.0000   1.8028  4.0158  1.230000  0.000E+00  6.19732E-01  0.00000E+00  0.00000E+00    6.49881  -99.00000  -99.00000  -99.00000  -99.00000        2.478720E-02    0.82566  3.518078E+44  2.000000E+00
   920  9.62991020  0.42899E-05   0.62007   3.78854   7.31710   2.83359   0.00000   0.00000  0.00000  0.00000   2.44421  0.534E+00  0.430E+00  0.000E+00 -0.105E-02  0.1077  5.8393  0.0000   1.8039  4.0153  1.230000  0.000E+00  6.20069E-01  0.00000E+00  0.00000E+00    6.49822  -99.00000  -99.00000  -99.00000  -99.00000        2.464815E-02    0.82575  3.513776E+44  2.000000E+00
   921  9.63017743  0.40846E-05   0.62040   3.78849   7.31718   2.83474   0.00000   0.00000  0.00000  0.00000   2.44421  0.533E+00  0.431E+00  0.000E+00 -0.111E-02  0.1076  5.8388  0.0000   1.8050  4.0148  1.230000  0.000E+00  6.20403E-01  0.00000E+00  0.00000E+00    6.49762  -99.00000  -99.00000  -99.00000  -99.00000        2.452110E-02    0.82583  3.955479E+44  2.000000E+00
   922  9.63044306  0.38890E-05   0.62074   3.78845   7.31724   2.83590   0.00000   0.00000  0.00000  0.00000   2.44421  0.533E+00  0.431E+00  0.000E+00 -0.106E-02  0.1076  5.8382  0.0000   1.8061  4.0143  1.230000  0.000E+00  6.20738E-01  0.00000E+00  0.00000E+00    6.49702  -99.00000  -99.00000  -99.00000  -99.00000        2.441116E-02    0.82592  3.505034E+44  2.000000E+00
   923  9.63070700  0.37029E-05   0.62108   3.78840   7.31731   2.83707   0.00000   0.00000  0.00000  0.00000   2.44421  0.532E+00  0.432E+00  0.000E+00 -0.105E-02  0.1075  5.8377  0.0000   1.8071  4.0137  1.230000  0.000E+00  6.21075E-01  0.00000E+00  0.00000E+00    6.49643  -99.00000  -99.00000  -99.00000  -99.00000        2.431239E-02    0.82600  3.500747E+44  2.000000E+00
   924  9.63096937  0.35257E-05   0.62141   3.78836   7.31738   2.83824   0.00000   0.00000  0.00000  0.00000   2.44421  0.531E+00  0.433E+00  0.000E+00 -0.104E-02  0.1075  5.8372  0.0000   1.8082  4.0132  1.230000  0.000E+00  6.21410E-01  0.00000E+00  0.00000E+00    6.49584  -99.00000  -99.00000  -99.00000  -99.00000        2.422225E-02    0.82609  3.496511E+44  2.000000E+00
   925  9.63123018  0.33569E-05   0.62174   3.78831   7.31744   2.83941   0.00000   0.00000  0.00000  0.00000   2.44421  0.531E+00  0.433E+00  0.000E+00 -0.103E-02  0.1075  5.8366  0.0000   1.8093  4.0127  1.230000  0.000E+00  6.21744E-01  0.00000E+00  0.00000E+00    6.49525  -99.00000  -99.00000  -99.00000  -99.00000        2.414132E-02    0.82617  3.492357E+44  2.000000E+00
   926  9.63148946  0.31963E-05   0.62208   3.78827   7.31751   2.84058   0.00000   0.00000  0.00000  0.00000   2.44421  0.530E+00  0.434E+00  0.000E+00 -0.103E-02  0.1074  5.8361  0.0000   1.8103  4.0122  1.230000  0.000E+00  6.22076E-01  0.00000E+00  0.00000E+00    6.49466  -99.00000  -99.00000  -99.00000  -99.00000        3.035002E-02    0.82625  3.488275E+44  2.000000E+00
   927  9.63174722  0.30434E-05   0.62240   3.78822   7.31757   2.84175   0.00000   0.00000  0.00000  0.00000   2.44421  0.529E+00  0.435E+00  0.000E+00 -0.104E-02  0.1074  5.8356  0.0000   1.8114  4.0117  1.230000  0.000E+00  6.22404E-01  0.00000E+00  0.00000E+00    6.49408  -99.00000  -99.00000  -99.00000  -99.00000        2.810103E-02    0.82633  3.484110E+44  2.000000E+00
   928  9.63200363  0.28977E-05   0.62273   3.78818   7.31764   2.84292   0.00000   0.00000  0.00000  0.00000   2.44421  0.529E+00  0.435E+00  0.000E+00 -0.104E-02  0.1073  5.8351  0.0000   1.8125  4.0112  1.230000  0.000E+00  6.22733E-01  0.00000E+00  0.00000E+00    6.49350  -99.00000  -99.00000  -99.00000  -99.00000        2.735546E-02    0.82642  3.479939E+44  2.000000E+00
   929  9.63225854  0.27590E-05   0.62306   3.78814   7.31770   2.84409   0.00000   0.00000  0.00000  0.00000   2.44421  0.528E+00  0.436E+00  0.000E+00 -0.104E-02  0.1073  5.8345  0.0000   1.8135  4.0107  1.230000  0.000E+00  6.23061E-01  0.00000E+00  0.00000E+00    6.49292  -99.00000  -99.00000  -99.00000  -99.00000        2.691614E-02    0.82650  3.475779E+44  2.000000E+00
   930  9.63251194  0.26270E-05   0.62339   3.78809   7.31776   2.84526   0.00000   0.00000  0.00000  0.00000   2.44421  0.527E+00  0.436E+00  0.000E+00 -0.104E-02  0.1073  5.8340  0.0000   1.8146  4.0102  1.230000  0.000E+00  6.23389E-01  0.00000E+00  0.00000E+00    6.49234  -99.00000  -99.00000  -99.00000  -99.00000        2.661347E-02    0.82658  3.471709E+44  2.000000E+00
   931  9.63276387  0.25013E-05   0.62372   3.78805   7.31783   2.84645   0.00000   0.00000  0.00000  0.00000   2.44405  0.527E+00  0.437E+00  0.000E+00 -0.104E-02  0.1072  5.8483  0.0000   1.8156  4.0097  1.230000  0.000E+00  6.23718E-01  0.00000E+00  0.00000E+00    6.49176  -99.00000  -99.00000  -99.00000  -99.00000        2.635580E-02    0.82181  3.038766E+44  2.000000E+00
   932  9.63301432  0.23815E-05   0.62405   3.78801   7.31789   2.84763   0.00000   0.00000  0.00000  0.00000   2.44421  0.526E+00  0.438E+00  0.000E+00 -0.103E-02  0.1081  5.8332  0.0000   1.8166  4.0092  1.230000  0.000E+00  6.24047E-01  0.00000E+00  0.00000E+00    6.49120  -99.00000  -99.00000  -99.00000  -99.00000        2.368706E-02    0.82680  3.906702E+44  2.000000E+00
   933  9.63326326  0.22676E-05   0.62437   3.78797   7.31796   2.84881   0.00000   0.00000  0.00000  0.00000   2.44421  0.526E+00  0.438E+00  0.000E+00 -0.103E-02  0.1081  5.8327  0.0000   1.8176  4.0087  1.230000  0.000E+00  6.24372E-01  0.00000E+00  0.00000E+00    6.49062  -99.00000  -99.00000  -99.00000  -99.00000        2.363436E-02    0.82688  3.458992E+44  2.000000E+00
   934  9.63351077  0.21591E-05   0.62469   3.78792   7.31804   2.84995   0.00000   0.00000  0.00000  0.00000   2.44421  0.525E+00  0.439E+00  0.000E+00 -0.116E-02  0.1081  5.8321  0.0000   1.8187  4.0082  1.230000  0.000E+00  6.24691E-01  0.00000E+00  0.00000E+00    6.49005  -99.00000  -99.00000  -99.00000  -99.00000        2.358115E-02    0.82697  3.897285E+44  2.000000E+00
   935  9.63375684  0.20557E-05   0.62502   3.78788   7.31811   2.85110   0.00000   0.00000  0.00000  0.00000   2.44405  0.524E+00  0.440E+00  0.000E+00 -0.106E-02  0.1080  5.8463  0.0000   1.8198  4.0077  1.230000  0.000E+00  6.25018E-01  0.00000E+00  0.00000E+00    6.48947  -99.00000  -99.00000  -99.00000  -99.00000        2.908322E-02    0.82220  3.450447E+44  2.000000E+00
   936  9.63400131  0.19573E-05   0.62534   3.78783   7.31817   2.85227   0.00000   0.00000  0.00000  0.00000   2.44405  0.524E+00  0.441E+00  0.000E+00 -0.105E-02  0.1080  5.8458  0.0000   1.8208  4.0072  1.230000  0.000E+00  6.25343E-01  0.00000E+00  0.00000E+00    6.48889  -99.00000  -99.00000  -99.00000  -99.00000        2.740550E-02    0.82229  3.887940E+44  2.000000E+00
   937  9.63424433  0.18636E-05   0.62567   3.78779   7.31823   2.85345   0.00000   0.00000  0.00000  0.00000   2.44405  0.523E+00  0.441E+00  0.000E+00 -0.104E-02  0.1080  5.8453  0.0000   1.8218  4.0067  1.230000  0.000E+00  6.25665E-01  0.00000E+00  0.00000E+00    6.48833  -99.00000  -99.00000  -99.00000  -99.00000        2.673579E-02    0.82237  3.883402E+44  2.000000E+00
   938  9.63448595  0.17744E-05   0.62599   3.78775   7.31829   2.85462   0.00000   0.00000  0.00000  0.00000   2.44405  0.523E+00  0.442E+00  0.000E+00 -0.104E-02  0.1079  5.8448  0.0000   1.8229  4.0062  1.230000  0.000E+00  6.25986E-01  0.00000E+00  0.00000E+00    6.48776  -99.00000  -99.00000  -99.00000  -99.00000        2.634476E-02    0.82245  3.878896E+44  2.000000E+00
   939  9.63472617  0.16895E-05   0.62630   3.78771   7.31835   2.85580   0.00000   0.00000  0.00000  0.00000   2.44405  0.522E+00  0.442E+00  0.000E+00 -0.104E-02  0.1079  5.8443  0.0000   1.8239  4.0057  1.230000  0.000E+00  6.26304E-01  0.00000E+00  0.00000E+00    6.48719  -99.00000  -99.00000  -99.00000  -99.00000        2.607105E-02    0.82253  3.874419E+44  2.000000E+00
   940  9.63496503  0.16086E-05   0.62662   3.78766   7.31841   2.85697   0.00000   0.00000  0.00000  0.00000   2.44405  0.521E+00  0.443E+00  0.000E+00 -0.105E-02  0.1079  5.8438  0.0000   1.8249  4.0052  1.230000  0.000E+00  6.26621E-01  0.00000E+00  0.00000E+00    6.48663  -99.00000  -99.00000  -99.00000  -99.00000        2.585828E-02    0.82261  3.869933E+44  2.000000E+00
   941  9.63520252  0.15317E-05   0.62694   3.78762   7.31847   2.85815   0.00000   0.00000  0.00000  0.00000   2.44405  0.521E+00  0.443E+00  0.000E+00 -0.106E-02  0.1078  5.8433  0.0000   1.8260  4.0047  1.230000  0.000E+00  6.26936E-01  0.00000E+00  0.00000E+00    6.48607  -99.00000  -99.00000  -99.00000  -99.00000        2.568290E-02    0.82270  3.865423E+44  2.000000E+00
   942  9.63543866  0.14584E-05   0.62725   3.78757   7.31853   2.85932   0.00000   0.00000  0.00000  0.00000   2.44405  0.520E+00  0.444E+00  0.000E+00 -0.106E-02  0.1078  5.8428  0.0000   1.8270  4.0043  1.230000  0.000E+00  6.27251E-01  0.00000E+00  0.00000E+00    6.48551  -99.00000  -99.00000  -99.00000  -99.00000        2.553464E-02    0.82278  3.860922E+44  2.000000E+00
   943  9.63567347  0.13886E-05   0.62757   3.78753   7.31859   2.86049   0.00000   0.00000  0.00000  0.00000   2.44405  0.520E+00  0.445E+00  0.000E+00 -0.106E-02  0.1078  5.8422  0.0000   1.8280  4.0038  1.230000  0.000E+00  6.27566E-01  0.00000E+00  0.00000E+00    6.48495  -99.00000  -99.00000  -99.00000  -99.00000        2.540508E-02    0.82286  3.856418E+44  2.000000E+00
   944  9.63590695  0.13221E-05   0.62788   3.78749   7.31865   2.86167   0.00000   0.00000  0.00000  0.00000   2.44405  0.519E+00  0.445E+00  0.000E+00 -0.106E-02  0.1077  5.8417  0.0000   1.8291  4.0033  1.230000  0.000E+00  6.27880E-01  0.00000E+00  0.00000E+00    6.48439  -99.00000  -99.00000  -99.00000  -99.00000        2.528892E-02    0.82295  3.851896E+44  2.000000E+00
   945  9.63613911  0.12589E-05   0.62819   3.78744   7.31871   2.86284   0.00000   0.00000  0.00000  0.00000   2.44405  0.518E+00  0.446E+00  0.000E+00 -0.106E-02  0.1077  5.8412  0.0000   1.8301  4.0028  1.230000  0.000E+00  6.28193E-01  0.00000E+00  0.00000E+00    6.48383  -99.00000  -99.00000  -99.00000  -99.00000        2.518589E-02    0.82303  3.847419E+44  2.000000E+00
   946  9.63636997  0.11986E-05   0.62850   3.78740   7.31877   2.86401   0.00000   0.00000  0.00000  0.00000   2.44405  0.518E+00  0.446E+00  0.000E+00 -0.107E-02  0.1077  5.8407  0.0000   1.8311  4.0023  1.230000  0.000E+00  6.28504E-01  0.00000E+00  0.00000E+00    6.48328  -99.00000  -99.00000  -99.00000  -99.00000        2.509101E-02    0.82311  3.842918E+44  2.000000E+00
   947  9.63659953  0.11413E-05   0.62881   3.78735   7.31882   2.86518   0.00000   0.00000  0.00000  0.00000   2.44405  0.517E+00  0.447E+00  0.000E+00 -0.107E-02  0.1076  5.8402  0.0000   1.8321  4.0018  1.230000  0.000E+00  6.28812E-01  0.00000E+00  0.00000E+00    6.48273  -99.00000  -99.00000  -99.00000  -99.00000        3.705685E-02    0.82320  3.838384E+44  2.000000E+00
   948  9.63682782  0.10867E-05   0.62912   3.78731   7.31889   2.86633   0.00000   0.00000  0.00000  0.00000   2.44405  0.517E+00  0.448E+00  0.000E+00 -0.115E-02  0.1076  5.8396  0.0000   1.8332  4.0013  1.230000  0.000E+00  6.29118E-01  0.00000E+00  0.00000E+00    6.48218  -99.00000  -99.00000  -99.00000  -99.00000        2.922317E-02    0.82329  4.279600E+44  2.000000E+00
   949  9.63705484  0.10347E-05   0.62943   3.78726   7.31895   2.86749   0.00000   0.00000  0.00000  0.00000   2.44405  0.516E+00  0.448E+00  0.000E+00 -0.109E-02  0.1076  5.8391  0.0000   1.8342  4.0008  1.230000  0.000E+00  6.29427E-01  0.00000E+00  0.00000E+00    6.48162  -99.00000  -99.00000  -99.00000  -99.00000        2.829818E-02    0.82338  3.829027E+44  2.000000E+00
   950  9.63728052  0.98516E-06   0.62974   3.78722   7.31901   2.86867   0.00000   0.00000  0.00000  0.00000   2.44405  0.515E+00  0.449E+00  0.000E+00 -0.107E-02  0.1075  5.8386  0.0000   1.8352  4.0004  1.230000  0.000E+00  6.29736E-01  0.00000E+00  0.00000E+00    6.48107  -99.00000  -99.00000  -99.00000  -99.00000        2.781013E-02    0.82346  3.824482E+44  2.000000E+00
   951  9.63750494  0.93802E-06   0.63004   3.78717   7.31907   2.86984   0.00000   0.00000  0.00000  0.00000   2.44405  0.515E+00  0.449E+00  0.000E+00 -0.107E-02  0.1075  5.8381  0.0000   1.8363  3.9999  1.230000  0.000E+00  6.30045E-01  0.00000E+00  0.00000E+00    6.48052  -99.00000  -99.00000  -99.00000  -99.00000        2.748051E-02    0.82355  3.820005E+44  2.000000E+00
   952  9.63772812  0.89314E-06   0.63035   3.78713   7.31912   2.87102   0.00000   0.00000  0.00000  0.00000   2.44388  0.514E+00  0.450E+00  0.000E+00 -0.106E-02  0.1075  5.8514  0.0000   1.8373  3.9994  1.230000  0.000E+00  6.30351E-01  0.00000E+00  0.00000E+00    6.47997  -99.00000  -99.00000  -99.00000  -99.00000        2.722448E-02    0.81902  3.815562E+44  2.000000E+00
   953  9.63795007  0.85040E-06   0.63064   3.78710   7.31919   2.87206   0.00000   0.00000  0.00000  0.00000   2.44405  0.514E+00  0.451E+00  0.000E+00 -0.137E-02  0.1085  5.8372  0.0000   1.8382  3.9990  1.230000  0.000E+00  6.30641E-01  0.00000E+00  0.00000E+00    6.47948  -99.00000  -99.00000  -99.00000  -99.00000        2.455019E-02    0.82383  4.709873E+44  2.000000E+00
   954  9.63817080  0.80974E-06   0.63094   3.78705   7.31932   2.87290   0.00000   0.00000  0.00000  0.00000   2.44405  0.513E+00  0.451E+00  0.000E+00 -0.116E-02  0.1085  5.8366  0.0000   1.8392  3.9985  1.230000  0.000E+00  6.30941E-01  0.00000E+00  0.00000E+00    6.47894  -99.00000  -99.00000  -99.00000  -99.00000        2.449054E-02    0.82393  3.372659E+44  2.000000E+00
   955  9.63839047  0.77094E-06   0.63124   3.78701   7.31943   2.87395   0.00000   0.00000  0.00000  0.00000   2.44405  0.513E+00  0.451E+00  0.000E+00 -0.107E-02  0.1085  5.8361  0.0000   1.8402  3.9980  1.230000  0.000E+00  6.31243E-01  0.00000E+00  0.00000E+00    6.47839  -99.00000  -99.00000  -99.00000  -99.00000        2.443657E-02    0.82401  3.800257E+44  2.000000E+00
   956  9.63860861  0.73400E-06   0.63155   3.78697   7.31950   2.87509   0.00000   0.00000  0.00000  0.00000   2.44388  0.512E+00  0.452E+00  0.000E+00 -0.106E-02  0.1084  5.8495  0.0000   1.8412  3.9975  1.230000  0.000E+00  6.31547E-01  0.00000E+00  0.00000E+00    6.47785  -99.00000  -99.00000  -99.00000  -99.00000        3.471299E-02    0.81947  3.795906E+44  2.000000E+00
